election_id,country_name,country_text_id,election_year,election_type,running_var,illiberal_score,other_score,backsliding_Nyr,Y_gdp_growth,Y_polyarchy,ap_name,ap_abbr,ap_score,ap_share,ap_cand,op_name,op_abbr,op_score,op_share,op_cand,group,side,in_popucut,label,op_label
parl_552,Bolivia,BOL,2005,parliamentary,22.307692307692307,0.609,0.232,1,0.16689273590439413,-0.07299999999999995,Movement for Socialism,MAS,0.609,56.15384615384615,NA,Social and Democratic Power,Podemos,0.232,33.84615384615385,NA,Non-OECD,won,FALSE,Movement for Socialism (MAS),Social and Democratic Power
pres_129,Bolivia,BOL,2005,presidential,25.145408467740115,0.609,0.232,1,0.16689273590439413,-0.07299999999999995,Movement for Socialism,MAS,0.609,53.73976834164927,Juan Evo Morales Aima,Social and Democratic Power,Podemos,0.232,28.594359873909152,Jorge Tuto Quiroga Ramirez,Non-OECD,won,FALSE,Movement for Socialism (MAS),Social and Democratic Power
parl_3834,Senegal,SEN,1998,parliamentary,50,0.605,0.243,0,0.11845855816973128,0.04700000000000004,Socialist Party / Senegalese Progressive Union,PS/UPS,0.605,66.42857142857143,NA,Senegalese Democratic Party,PDS,0.243,16.428571428571427,NA,Non-OECD,won,FALSE,Socialist Party / Senegalese Progressive Union (PS/UPS),Senegalese Democratic Party
pres_1291,Senegal,SEN,2000,presidential,-17.364213605459852,0.605,0.243,0,0.07927419234136224,0.04300000000000004,Socialist Party / Senegalese Progressive Union,PS/UPS,0.605,41.317893197270074,Abdou Diouf,Senegalese Democratic Party,PDS,0.243,58.682106802729926,Abdoulaye Wade,Non-OECD,lost,FALSE,Socialist Party / Senegalese Progressive Union (PS/UPS),Senegalese Democratic Party
pres_948,Macedonia,MKD,1999,presidential,6.299999999999997,0.604,0.385,1,0.11453508519904254,0.11499999999999999,Internal Macedonian Revolutionary Organization – Democratic Party for Macedonian National Unity,VMRO-DPMNE,0.604,53.2,Boris Trajkovski,Social Democratic Union of Macedonia,SDSM,0.385,46.900000000000006,Tito Petkovski,Non-OECD,won,FALSE,Internal Macedonian Revolutionary Organization – Democratic Party for Macedonian National Unity (VMRO-DPMNE),Social Democratic Union of Macedonia
pres_352,Croatia,HRV,1997,presidential,40.38100011382454,0.603,0.08,0,0.24754128512882723,0.36,Croatian Democratic Union,HDZ,0.603,61.409716944068094,Franjo Tu man,Social Democratic Party of Croatia,SDP,0.08,21.02871683024355,Zdravko Tomac,Non-OECD,won,FALSE,Croatian Democratic Union (HDZ),Social Democratic Party of Croatia
parl_3959,Slovenia,SVN,2004,parliamentary,6.666666666666668,0.602,0.057,0,0.14145675724511086,0.03200000000000003,Slovenian Democratic Party,SDS,0.602,32.22222222222222,NA,Liberal Democracy of Slovenia,LDS,0.057,25.555555555555554,NA,OECD,won,FALSE,Slovenian Democratic Party (SDS),Liberal Democracy of Slovenia
parl_3904,Seychelles,SYC,1992,parliamentary,27.272727272727266,0.601,0.357,0,0.21179356827630613,0.147,Seychelles People's Progressive Front / People's Party / Seychelles People's United Party,SPPF / PL / SPUP,0.601,63.63636363636363,NA,Seychelles Democratic Party,SDP,0.357,36.36363636363637,NA,Non-OECD,won,FALSE,Seychelles People's Progressive Front / People's Party / Seychelles People's United Party (SPPF / PL / SPUP),Seychelles Democratic Party
parl_1930,Guyana,GUY,2006,parliamentary,21.53846153846154,0.6,0.5,0,0.3647533994344698,-0.006000000000000005,People's Progressive Party,PPP,0.6,55.38461538461539,NA,People's National Congress – Reform,PNC,0.5,33.84615384615385,NA,Non-OECD,won,FALSE,People's Progressive Party (PPP),People's National Congress – Reform
parl_551,Bolivia,BOL,2002,parliamentary,-6.923076923076923,0.596,0.297,1,0.12563127272479058,-0.018000000000000016,Movement for Socialism,MAS,0.596,20.76923076923077,NA,Revolutionary Nationalist Movement,MNR,0.297,27.692307692307693,NA,Non-OECD,lost,FALSE,Movement for Socialism (MAS),Revolutionary Nationalist Movement
pres_128,Bolivia,BOL,2002,presidential,-1.520148207432829,0.596,0.297,1,0.12563127272479058,-0.018000000000000016,Movement for Socialism,MAS,0.596,20.940057751381165,Evo Morales,Revolutionary Nationalist Movement,MNR,0.297,22.460205958813994,Gonzalo Sánchez de Lozada,Non-OECD,lost,FALSE,Movement for Socialism (MAS),Revolutionary Nationalist Movement
parl_3465,Peru,PER,2006,parliamentary,7.5,0.591,0.575,0,0.3520458718374151,0.020000000000000018,Union for Peru,UPP,0.591,37.5,NA,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.575,30,NA,Non-OECD,won,FALSE,Union for Peru (UPP),American Popular Revolutionary Alliance / Peruvian Aprista Party
pres_1205,Peru,PER,2006,presidential,-5.2507133117347,0.591,0.575,0,0.3520458718374151,0.020000000000000018,Union for Peru,UPP,0.591,47.37464334413265,Ollanta Humala Tasso,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.575,52.62535665586735,Alan Garcia Perez,Non-OECD,lost,FALSE,Union for Peru (UPP),American Popular Revolutionary Alliance / Peruvian Aprista Party
parl_1396,El Salvador,SLV,1997,parliamentary,1.1904761904761827,0.59,0.298,0,0.08329632450777069,0.052000000000000046,Nationalist Republican Alliance,ARENA,0.59,33.33333333333333,NA,Farabundo Martí National Liberation Front,FMLN,0.298,32.142857142857146,NA,Non-OECD,won,FALSE,Nationalist Republican Alliance (ARENA),Farabundo Martí National Liberation Front
parl_1804,Greece,GRC,2015,parliamentary,24.33333333333333,0.59,0.148,1,-0.023545552556093696,-0.10099999999999998,Coalition of the Radical Left,SYRIZA,0.59,49.666666666666664,NA,New Democracy,ND,0.148,25.333333333333336,NA,OECD,won,FALSE,Coalition of the Radical Left (SYRIZA),New Democracy
parl_1805,Greece,GRC,2015,parliamentary,23.333333333333336,0.59,0.148,1,-0.023545552556093696,-0.10099999999999998,Coalition of the Radical Left,SYRIZA,0.59,48.333333333333336,NA,New Democracy,ND,0.148,25,NA,OECD,won,FALSE,Coalition of the Radical Left (SYRIZA),New Democracy
pres_541,El Salvador,SLV,1999,presidential,22.905177255533523,0.59,0.298,0,0.06051457894606749,0.04700000000000004,Nationalist Republican Alliance,ARENA,0.59,51.9576264878435,Francisco Guillermo Flores Pérez,Farabundo Martí National Liberation Front,FMLN,0.298,29.052449232309975,Facundo Guardado,Non-OECD,won,FALSE,Nationalist Republican Alliance (ARENA),Farabundo Martí National Liberation Front
pres_1038,Mongolia,MNG,2005,presidential,33.845699888286155,0.589,0.537,0,0.3232622302155015,0.009000000000000008,Mongolian People's [Revolutionary] Party,MAN,0.589,54.168254542049475,Nambaryn Enkhbayar,Democratic Party,AN,0.537,20.32255465376332,Mendsaikhany Enkhsaikhan,Non-OECD,won,FALSE,Mongolian People's [Revolutionary] Party (MAN),Democratic Party
parl_707,Burkina Faso,BFA,2015,parliamentary,17.322834645669296,0.587,0.179,1,0.13358752909385885,0.09300000000000008,People's Movement for Progress,MPP,0.587,43.30708661417323,NA,Union for Progress and Reform,UPC,0.179,25.984251968503933,NA,Non-OECD,won,FALSE,People's Movement for Progress (MPP),Union for Progress and Reform
pres_173,Burkina Faso,BFA,2015,presidential,23.835546598817775,0.587,0.179,1,0.13358752909385885,0.09300000000000008,People's Movement for Progress,MPP,0.587,53.48932806831063,Roch Kaboré,Union for Progress and Reform,UPC,0.179,29.653781469492852,Zéphirin Diabré,Non-OECD,won,FALSE,People's Movement for Progress (MPP),Union for Progress and Reform
parl_1704,Georgia,GEO,2016,parliamentary,58.66666666666667,0.586,0.343,1,0.2324943847802814,-0.06400000000000006,Georgian Dream – Democratic Georgia,GD,0.586,76.66666666666667,NA,United National Movement,ENM,0.343,18,NA,Non-OECD,won,FALSE,Georgian Dream – Democratic Georgia (GD),United National Movement
pres_588,France,FRA,2002,presidential,-64.42691218243397,0.586,0.075,0,0.07741593619963716,0.0040000000000000036,National Front,FN,0.586,17.786543908783017,Jean-Marie Le Pen,Rally for the Republic,RPR,0.075,82.21345609121698,Jacques Chirac,OECD,lost,FALSE,National Front (FN),Rally for the Republic
pres_620,Georgia,GEO,2018,presidential,19.040000000000006,0.586,0.343,0,0.31965331551604415,-0.07800000000000007,Georgian Dream – Democratic Georgia,GD,0.586,59.52,Salomé Zourabichvili,United National Movement,ENM,0.343,40.48,Grigol Vashadze,Non-OECD,won,FALSE,Georgian Dream – Democratic Georgia (GD),United National Movement
parl_4451,Turkey,TUR,2002,parliamentary,-33.63636363636364,0.585,0.216,1,0.34865468114971065,0.025000000000000022,Republican Peoples Party,CHP,0.585,32.36363636363636,NA,Justice and Development Party,AKP,0.216,66,NA,OECD,lost,FALSE,Republican Peoples Party (CHP),Justice and Development Party
parl_3961,Slovenia,SVN,2011,parliamentary,-2.222222222222225,0.584,0.122,1,0.04130570347750684,-0.01100000000000001,Slovenian Democratic Party,SDS,0.584,28.888888888888886,NA,Zoran Janković's List – Positive Slovenia,LZJPS,0.122,31.11111111111111,NA,OECD,lost,FALSE,Slovenian Democratic Party (SDS),Zoran Janković's List – Positive Slovenia
parl_3963,Slovenia,SVN,2018,parliamentary,13.333333333333336,0.582,0.069,1,0.13692216590531814,-0.07999999999999996,Slovenian Democratic Party,SDS,0.582,27.77777777777778,NA,List of Marjan Sarec,LMS,0.069,14.444444444444443,NA,OECD,won,FALSE,Slovenian Democratic Party (SDS),List of Marjan Sarec
parl_3962,Slovenia,SVN,2014,parliamentary,-16.666666666666668,0.581,0.066,0,0.19551559047562428,-0.040000000000000036,Slovenian Democratic Party,SDS,0.581,23.333333333333332,NA,Party of Miro Cerar / Modern Center Party,SMC,0.066,40,NA,OECD,lost,FALSE,Slovenian Democratic Party (SDS),Party of Miro Cerar / Modern Center Party
pres_774,India,IND,2007,presidential,-31.648755650274076,0.577,0.122,1,0.2793052249816572,-0.061999999999999944,Indian People's Party,BJP,0.577,34.17562217486296,Bhairon Singh Shekhawat,Indian National Congress,INC,0.122,65.82437782513703,Pratibha Patil,Non-OECD,lost,FALSE,Indian People's Party (BJP),Indian National Congress
pres_668,Guatemala,GTM,2015,presidential,34.87561896357307,0.575,0.374,1,0.050224676032243565,0.017000000000000015,National Convergence Front,FCN,0.575,67.43780948178653,Jimmy Morales,National Unity of Hope,UNE,0.374,32.56219051821346,Sandra Torres,Non-OECD,won,FALSE,National Convergence Front (FCN),National Unity of Hope
parl_4297,Taiwan,TWN,1995,parliamentary,18.90243902439024,0.574,0.175,0,0.29846228135226127,0.452,Nationalist Party,KMT,0.574,51.829268292682926,NA,Democratic Progressive Party,DDP,0.175,32.926829268292686,NA,Non-OECD,won,FALSE,Nationalist Party (KMT),Democratic Progressive Party
parl_3729,S. Africa,ZAF,1994,parliamentary,-42.5,0.573,0.147,0,0.08219436594636065,0.44499999999999995,National Party,NP,0.573,20.5,NA,African National Congress,ANC,0.147,63,NA,Non-OECD,lost,FALSE,National Party (NP),African National Congress
parl_2371,Kazakhstan,KAZ,1995,parliamentary,19.40298507462687,0.572,0.559,0,0.1320314714780526,-0.032999999999999974,People's Union of Kazakhstan Unity,PUP,0.572,37.3134328358209,NA,Democratic Party,DP,0.559,17.91044776119403,NA,Non-OECD,won,FALSE,People's Union of Kazakhstan Unity (PUP),Democratic Party
parl_3922,Sierra Leone,SLE,2007,parliamentary,14.285714285714285,0.57,0.439,0,0.2636395349785916,-0.049000000000000044,All People's Congress,APC,0.57,52.67857142857143,NA,Sierra Leone People's Party,SLPP,0.439,38.392857142857146,NA,Non-OECD,won,FALSE,All People's Congress (APC),Sierra Leone People's Party
pres_1322,Sierra Leone,SLE,2007,presidential,9.238542623291863,0.57,0.439,0,0.2636395349785916,-0.049000000000000044,All People's Congress,APC,0.57,54.61927131164593,Ernest Bai Koroma,Sierra Leone People's Party,SLPP,0.439,45.38072868835407,Solomon E. Berewa,Non-OECD,won,FALSE,All People's Congress (APC),Sierra Leone People's Party
parl_4114,Sudan,SDN,1986,parliamentary,14.230769230769237,0.568,0.502,1,0.20405241029793952,-0.123,Umma National Party // Sudanese Independence // Nation Party,Umma,0.568,38.46153846153847,NA,Democratic Unionist Party,DUP,0.502,24.23076923076923,NA,Non-OECD,won,FALSE,Umma National Party // Sudanese Independence // Nation Party (Umma),Democratic Unionist Party
parl_360,Barbados,BRB,2018,parliamentary,-100,0.566,0.213,0,0.02550474521066981,0.029000000000000026,Democratic Labour Party,DLP,0.566,0,NA,Barbados Labour Party,BLP,0.213,100,NA,Non-OECD,lost,FALSE,Democratic Labour Party (DLP),Barbados Labour Party
parl_3464,Peru,PER,2001,parliamentary,-14.166666666666668,0.562,0.34,0,0.21912415662784923,0.37900000000000006,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.562,23.333333333333332,NA,Peru Posible,PP,0.34,37.5,NA,Non-OECD,lost,FALSE,American Popular Revolutionary Alliance / Peruvian Aprista Party (APRA/PAP),Peru Posible
pres_1204,Peru,PER,2001,presidential,-6.157056713622296,0.562,0.34,0,0.21912415662784923,0.37900000000000006,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.562,46.92147164318885,Alan García Pérez,Peru Posible,PP,0.34,53.07852835681115,Alejandro Toledo Manrique,Non-OECD,lost,FALSE,American Popular Revolutionary Alliance / Peruvian Aprista Party (APRA/PAP),Peru Posible
pres_670,Guatemala,GTM,2023,presidential,-21.819999999999993,0.562,0.108,0,NA,NA,National Unity of Hope,UNE,0.562,39.09,Sandra Torres,Seed Movement,Semilla,0.108,60.91,Bernardo Arévalo,Non-OECD,lost,FALSE,National Unity of Hope (UNE),Seed Movement
parl_1991,Honduras,HND,1993,parliamentary,-12.5,0.561,0.281,0,0.03201355841568265,0.06500000000000006,National Party of Honduras,PNH,0.561,42.96875,NA,Liberal Party of Honduras,PLH,0.281,55.46875,NA,Non-OECD,lost,FALSE,National Party of Honduras (PNH),Liberal Party of Honduras
pres_735,Honduras,HND,1993,presidential,-10.034856322158234,0.561,0.281,0,0.03201355841568265,0.06500000000000006,National Party of Honduras,PNH,0.561,42.97112881757979,José Oswaldo Ramos Soto,Liberal Party of Honduras,PLH,0.281,53.00598513973802,Carlos Roberto Reina,Non-OECD,lost,FALSE,National Party of Honduras (PNH),Liberal Party of Honduras
parl_1957,Haiti,HTI,2006,parliamentary,-5.050505050505052,0.557,0.453,0,0.08859986401223985,0.184,Fusion of Haitian Social Democrats,FHSD,0.557,17.17171717171717,NA,Front for Hope,Lespwa,0.453,22.22222222222222,NA,Non-OECD,lost,FALSE,Fusion of Haitian Social Democrats (FHSD),Front for Hope
parl_3960,Slovenia,SVN,2008,parliamentary,-1.1111111111111107,0.557,0.064,1,-0.08681841301247495,0.028000000000000025,Slovenian Democratic Party,SDS,0.557,31.11111111111111,NA,Social Democrats / United List of Social Democrats,SD / ZLSD,0.064,32.22222222222222,NA,OECD,lost,FALSE,Slovenian Democratic Party (SDS),Social Democrats / United List of Social Democrats
parl_1397,El Salvador,SLV,2000,parliamentary,-2.3809523809523796,0.556,0.296,0,0.07131891604669782,0.03700000000000003,Nationalist Republican Alliance,ARENA,0.556,34.523809523809526,NA,Farabundo Martí National Liberation Front,FMLN,0.296,36.904761904761905,NA,Non-OECD,lost,FALSE,Nationalist Republican Alliance (ARENA),Farabundo Martí National Liberation Front
parl_561,Bosnia-Herz,BIH,2000,parliamentary,2.3809523809523796,0.555,0.527,1,0.2714505923198782,0.026000000000000023,Social Democratic Party of Bosnia and Hercegovina,SDP-BiH,0.555,21.428571428571427,NA,Party of Democratic Action,SDA,0.527,19.047619047619047,NA,Non-OECD,won,FALSE,Social Democratic Party of Bosnia and Hercegovina (SDP-BiH),Party of Democratic Action
pres_204,Cent. Af. Rep.,CAF,1993,presidential,7,0.55,0.28,0,-0.04820502003228988,0.063,Movement for the Liberation of the Central African People,MLPC,0.55,53.50000000000001,Ange-Félix Patassé,Democratic Forces,CFD,0.28,46.50000000000001,Abel Goumba,Non-OECD,won,FALSE,Movement for the Liberation of the Central African People (MLPC),Democratic Forces
parl_2437,"Korea, Republic of",KOR,2016,parliamentary,-0.3333333333333357,0.549,0.083,1,0.14037642112330317,0.14700000000000002,Liberty Korea Party,LKP,0.549,40.666666666666664,NA,Democratic Party / Minjoo Party of Korea,DPK,0.083,41,NA,OECD,lost,FALSE,Liberty Korea Party (LKP),Democratic Party / Minjoo Party of Korea
pres_876,"Korea, Republic of",KOR,2017,presidential,-17.07,0.549,0.083,1,0.1434741107841475,0.08400000000000007,Liberty Korea Party,LKP,0.549,24.03,Jun-Pyo Hong,Democratic Party / Minjoo Party of Korea,DPK,0.083,41.1,Moon Jae-In,OECD,lost,FALSE,Liberty Korea Party (LKP),Democratic Party / Minjoo Party of Korea
parl_1287,Dom. Rep.,DOM,2020,parliamentary,-7.89473684210526,0.546,0.243,0,NA,0.16600000000000004,Dominican Liberation Party,PLD,0.546,39.473684210526315,NA,Modern Revolutionary Party,PRM,0.243,47.368421052631575,NA,Non-OECD,lost,FALSE,Dominican Liberation Party (PLD),Modern Revolutionary Party
pres_444,Dom. Rep.,DOM,2016,presidential,26.759999999999998,0.546,0.243,0,0.20914008535948092,0.10399999999999998,Dominican Liberation Party,PLD,0.546,61.74,Danilo Medina Sanchez,Modern Revolutionary Party,PRM,0.243,34.980000000000004,Luis Abinader,Non-OECD,won,FALSE,Dominican Liberation Party (PLD),Modern Revolutionary Party
pres_445,Dom. Rep.,DOM,2020,presidential,-14.83010923544549,0.546,0.243,0,NA,0.16600000000000004,Dominican Liberation Party,PLD,0.546,37.68361064641186,Gonzalo Castillo Terrero,Modern Revolutionary Party,PRM,0.243,52.51371988185735,Luis Rodolfo Abinader Corona,Non-OECD,lost,FALSE,Dominican Liberation Party (PLD),Modern Revolutionary Party
parl_3948,Slovakia,SVK,2002,parliamentary,5.333333333333332,0.543,0.045,0,0.3946489430708713,-0.014000000000000012,Movement for a Democratic Slovakia,HZDS,0.543,24,NA,Slovak Democratic and Christian Union – Democratic Party,SDKU-DS,0.045,18.666666666666668,NA,OECD,won,FALSE,Movement for a Democratic Slovakia (HZDS),Slovak Democratic and Christian Union – Democratic Party
parl_3958,Slovenia,SVN,2000,parliamentary,-22.22222222222222,0.534,0.105,0,0.2003955898268046,-0.015000000000000013,Slovenian Democratic Party,SDS,0.534,15.555555555555555,NA,Liberal Democracy of Slovenia,LDS,0.105,37.77777777777778,NA,OECD,lost,FALSE,Slovenian Democratic Party (SDS),Liberal Democracy of Slovenia
parl_2767,Malta,MLT,1981,parliamentary,4.61538461538462,0.529,0.32,0,0.08708288236039863,-0.017000000000000015,Malta Labour Party,MLP,0.529,52.307692307692314,NA,Nationalist Party,PN,0.32,47.69230769230769,NA,Non-OECD,won,FALSE,Malta Labour Party (MLP),Nationalist Party
pres_661,Guatemala,GTM,1991,presidential,36.164504474766595,0.523,0.375,0,0.07927520412680344,0.08300000000000002,Solidarity Action Movement,MAS,0.523,68.0822522373833,Jorge Serrano Elías,National Center Union,UCN,0.375,31.917747762616706,Jorge Carpio Nicolle,Non-OECD,won,FALSE,Solidarity Action Movement (MAS),National Center Union
parl_1398,El Salvador,SLV,2003,parliamentary,-4.761904761904759,0.521,0.273,0,0.12597930737439356,0.018000000000000016,Nationalist Republican Alliance,ARENA,0.521,32.142857142857146,NA,Farabundo Martí National Liberation Front,FMLN,0.273,36.904761904761905,NA,Non-OECD,lost,FALSE,Nationalist Republican Alliance (ARENA),Farabundo Martí National Liberation Front
pres_542,El Salvador,SLV,2004,presidential,22.107553169042262,0.521,0.273,0,0.0882774985823378,0.05699999999999994,Nationalist Republican Alliance,ARENA,0.521,57.73397652776868,Antonio Saca,Farabundo Martí National Liberation Front,FMLN,0.273,35.62642335872642,Schafik Handal,Non-OECD,won,FALSE,Nationalist Republican Alliance (ARENA),Farabundo Martí National Liberation Front
parl_2836,Mexico,MEX,1997,parliamentary,22.799999999999997,0.517,0.174,0,0.10504775509299513,0.18099999999999994,Institutional Revolutionary Party,PRI,0.517,47.8,NA,Party of the Democratic Revolution,PRD,0.174,25,NA,OECD,won,FALSE,Institutional Revolutionary Party (PRI),Party of the Democratic Revolution
parl_2297,Jamaica,JAM,2002,parliamentary,13.333333333333329,0.515,0.507,0,0.07420315519146037,0.08699999999999997,People's National Party,PNP,0.515,56.666666666666664,NA,Jamaica Labour Party,JLP,0.507,43.333333333333336,NA,Non-OECD,won,FALSE,People's National Party (PNP),Jamaica Labour Party
parl_548,Bolivia,BOL,1989,parliamentary,-1.5384615384615365,0.514,0.295,0,0.11496378843107458,0.08199999999999996,Nationalist Democratic Action,ADN,0.514,29.230769230769234,NA,Revolutionary Nationalist Movement,MNR,0.295,30.76923076923077,NA,Non-OECD,lost,FALSE,Nationalist Democratic Action (ADN),Revolutionary Nationalist Movement
pres_125,Bolivia,BOL,1989,presidential,-0.4107018375287623,0.514,0.295,0,0.11496378843107458,0.08199999999999996,Nationalist Democratic Action,ADN,0.514,25.23524422104022,Hugo Banzer Suárez,Revolutionary Nationalist Movement,MNR,0.295,25.64594605856898,Gonzalo Sánchez de Lozada,Non-OECD,lost,FALSE,Nationalist Democratic Action (ADN),Revolutionary Nationalist Movement
parl_2703,Malawi,MWI,1999,parliamentary,-13.989637305699482,0.513,0.495,0,-0.033567144814915295,-0.10799999999999993,Malawi Congress Party,MCP,0.513,34.196891191709845,NA,United Democratic Front,UDF,0.495,48.18652849740933,NA,Non-OECD,lost,FALSE,Malawi Congress Party (MCP),United Democratic Front
parl_2765,Malta,MLT,1971,parliamentary,1.818181818181813,0.508,0.284,0,0.5249980171178379,-0.015999999999999903,Malta Labour Party,MLP,0.508,50.90909090909091,NA,Nationalist Party,PN,0.284,49.09090909090909,NA,Non-OECD,won,FALSE,Malta Labour Party (MLP),Nationalist Party
pres_970,Malawi,MWI,2019,presidential,3.1596235061407967,0.508,0.332,0,NA,0.03499999999999992,Democratic Progressive Party,DPP,0.508,38.572990803106336,Peter Mutharika,Malawi Congress Party,MCP,0.332,35.41336729696554,Lazarus Chakwera,Non-OECD,won,FALSE,Democratic Progressive Party (DPP),Malawi Congress Party
pres_971,Malawi,MWI,2020,presidential,-19.418709791503744,0.508,0.332,0,NA,0.07700000000000007,Democratic Progressive Party,DPP,0.508,39.92084999097616,Peter Mutharika,Malawi Congress Party,MCP,0.332,59.3395597824799,Lazarus Chakwera,Non-OECD,lost,FALSE,Democratic Progressive Party (DPP),Malawi Congress Party
parl_75,Angola,AGO,2008,parliamentary,79.54545454545455,0.504,0.447,0,0.095769639294641,0.12199999999999997,People's Movement for the Liberation of Angola – Labour Party,MPLA,0.504,86.81818181818181,NA,National Union for the Total Independence of Angola,UNITA,0.447,7.2727272727272725,NA,Non-OECD,won,FALSE,People's Movement for the Liberation of Angola – Labour Party (MPLA),National Union for the Total Independence of Angola
pres_949,Macedonia,MKD,2004,presidential,-25.143718675241274,0.503,0.239,1,0.26439052975075406,-0.08899999999999997,Internal Macedonian Revolutionary Organization – Democratic Party for Macedonian National Unity,VMRO-DPMNE,0.503,37.42814066237936,Saško Kedev,Social Democratic Union of Macedonia,SDSM,0.239,62.57185933762064,Branko Crvenkovski,Non-OECD,lost,FALSE,Internal Macedonian Revolutionary Organization – Democratic Party for Macedonian National Unity (VMRO-DPMNE),Social Democratic Union of Macedonia
parl_1054,Costa Rica,CRI,1978,parliamentary,3.5087719298245617,0.501,0.387,0,-0.11670964386232185,0.05699999999999994,Unity Coalition,UC,0.501,47.368421052631575,NA,National Liberation Party,PLN,0.387,43.859649122807014,NA,OECD,won,FALSE,Unity Coalition (UC),National Liberation Party
parl_1928,Guyana,GUY,1997,parliamentary,-12.307692307692314,0.501,0.44,0,0.25039884058470996,0.12799999999999995,People's National Congress – Reform,PNC,0.501,40,NA,People's Progressive Party,PPP,0.44,52.307692307692314,NA,Non-OECD,lost,FALSE,People's National Congress – Reform (PNC),People's Progressive Party
pres_339,Costa Rica,CRI,1978,presidential,6.682259688789266,0.501,0.387,0,-0.11670964386232185,0.05699999999999994,Unity Coalition,UC,0.501,50.51176635492654,Rodrigo Carazo Odio,National Liberation Party,PLN,0.387,43.82950666613728,Luis Alberto Monge Álvarez,OECD,won,FALSE,Unity Coalition (UC),National Liberation Party
parl_1994,Honduras,HND,2005,parliamentary,-5.46875,0.5,0.388,1,0.0994332002028866,-0.15699999999999997,National Party of Honduras,PNH,0.5,42.96875,NA,Liberal Party of Honduras,PLH,0.388,48.4375,NA,Non-OECD,lost,FALSE,National Party of Honduras (PNH),Liberal Party of Honduras
pres_738,Honduras,HND,2005,presidential,-3.7400679496757974,0.5,0.388,1,0.0994332002028866,-0.15699999999999997,National Party of Honduras,PNH,0.5,46.16286108490437,Porfirio Lobo Sosa,Liberal Party of Honduras,PLH,0.388,49.90292903458017,Manuel Zelaya Rosales,Non-OECD,lost,FALSE,National Party of Honduras (PNH),Liberal Party of Honduras
parl_2704,Malawi,MWI,2004,parliamentary,-4.145077720207251,0.498,0.456,0,0.20915039706085992,0.02200000000000002,United Democratic Front,UDF,0.498,25.38860103626943,NA,Malawi Congress Party,MCP,0.456,29.533678756476682,NA,Non-OECD,lost,FALSE,United Democratic Front (UDF),Malawi Congress Party
pres_1113,Pakistan,PAK,2013,presidential,-70.09708737864077,0.498,0.48,1,0.20243430653628458,-0.07100000000000001,Pakistan Movement for Justice,PTI,0.498,14.951456310679612,Wajihuddin Ahmed,Pakistan Muslim League (Nawaz ),PML(N),0.48,85.04854368932038,Mamnoon Hussain,Non-OECD,lost,FALSE,Pakistan Movement for Justice (PTI),Pakistan Muslim League (Nawaz )
pres_967,Malawi,MWI,2004,presidential,6.690000000000001,0.498,0.456,0,0.20915039706085992,0.02200000000000002,United Democratic Front,UDF,0.498,35.71,Bingu Wa Mutharika,Malawi Congress Party,MCP,0.456,29.02,John Tembo,Non-OECD,won,FALSE,United Democratic Front (UDF),Malawi Congress Party
parl_1993,Honduras,HND,2001,parliamentary,4.6875,0.497,0.393,1,0.13909921337346276,-0.03500000000000003,National Party of Honduras,PNH,0.497,47.65625,NA,Liberal Party of Honduras,PLH,0.393,42.96875,NA,Non-OECD,won,FALSE,National Party of Honduras (PNH),Liberal Party of Honduras
pres_737,Honduras,HND,2001,presidential,7.945370301962072,0.497,0.393,1,0.13909921337346276,-0.03500000000000003,National Party of Honduras,PNH,0.497,52.20924741909919,Ricardo Maduro Joest,Liberal Party of Honduras,PLH,0.393,44.26387711713712,Rafael Pineda Ponce,Non-OECD,won,FALSE,National Party of Honduras (PNH),Liberal Party of Honduras
parl_4424,Tunisia,TUN,2014,parliamentary,-7.83410138248848,0.491,0.324,0,0.12156631314338817,-0.03600000000000003,Ennahdha Party / Renaissance Party,Nahdah,0.491,31.797235023041477,NA,Nidaa Tounes,NT,0.324,39.63133640552996,NA,Non-OECD,lost,FALSE,Ennahdha Party / Renaissance Party (Nahdah),Nidaa Tounes
pres_591,France,FRA,2017,presidential,-32.19857012166031,0.486,0.029,0,0.05357270068197906,-0.008000000000000007,National Front,FN,0.486,33.900714939169845,Marine Le Pen,The Republic Onwards!,LaREM,0.029,66.09928506083016,Emmanuel Macron,OECD,lost,FALSE,National Front (FN),The Republic Onwards!
pres_592,France,FRA,2022,presidential,-17.08,0.486,0.029,0,NA,NA,National Front,FN,0.486,41.46,Marine LE PEN,The Republic Onwards!,LaREM,0.029,58.54,Emmanuel MACRON,OECD,lost,FALSE,National Front (FN),The Republic Onwards!
pres_968,Malawi,MWI,2009,presidential,35.681914695523915,0.485,0.361,0,0.33137216343923726,0.10400000000000004,Democratic Progressive Party,DPP,0.485,66.17332838566121,Bingu wa Mutharika,Malawi Congress Party,MCP,0.361,30.491413690137296,John Tembo,Non-OECD,won,FALSE,Democratic Progressive Party (DPP),Malawi Congress Party
