subset,subset_label,window,treatment,outcome,outcome_label,panel,n_elections,first_stage_coef,first_stage_se,first_stage_pval,n_first_stage,n_outcome,rd_estimate,rd_se,rd_pval,rd_ci_lo,rd_ci_hi,bandwidth,late_estimate,late_se,late_pval,late_ci_lo,late_ci_hi
right,Anti-pluralist party is the more RIGHT-wing of the top 2,1,backsliding_Nyr,Y_frassoc,V-Dem mid-level: electoral component: Association,vdem_electoral,241,0.11409780428497175,0.09152266490036744,0.21252155473281886,241,241,-0.012937079341258192,0.04387272490964565,0.7680874622193625,-0.09892604006779694,0.07305188138528056,25.476692782772563,0.04501851403204987,0.5203875985180194,0.9310613386744124,-0.9749224370645571,1.0649594651286567
right,Anti-pluralist party is the more RIGHT-wing of the top 2,1,backsliding_Nyr,Y_suffr,V-Dem mid-level: electoral component: Suffrage,vdem_electoral,241,0.11409780428497175,0.09152266490036744,0.21252155473281886,241,241,-3.89617004118038e-4,2.8562564706433117e-4,0.17254153863591204,-9.494329854250756e-4,1.7019897718899957e-4,10.805539462594803,-0.010904646066545814,0.012662015175169716,0.3891227423176268,-0.03572173978157807,0.013912447648486443
right,Anti-pluralist party is the more RIGHT-wing of the top 2,1,backsliding_Nyr,Y_freexp,V-Dem mid-level: electoral component: Expression & alt. info,vdem_electoral,241,0.11409780428497175,0.09152266490036744,0.21252155473281886,241,241,0.016311968770416328,0.03843537686903146,0.6712742188645122,-0.05901998562510917,0.09164392316594182,18.209966958392418,0.09642558176360305,0.3785908160536034,0.7989578747534715,-0.6455987825790879,0.838449946106294
right,Anti-pluralist party is the more RIGHT-wing of the top 2,1,backsliding_Nyr,Y_cl_rol,V-Dem mid-level: liberal component (see also Executive constraints),vdem_liberal,241,0.11409780428497175,0.09152266490036744,0.21252155473281886,241,241,-0.001452123950450291,0.04799539502328134,0.9758632981908164,-0.09552136961985462,0.09261712171895405,19.52168768356771,0.14232792786369175,0.5694826710282997,0.8026453883602052,-0.973837597171447,1.2584934528988305
right,Anti-pluralist party is the more RIGHT-wing of the top 2,1,backsliding_Nyr,Y_cspart,V-Dem mid-level: participatory component: Civil society,vdem_particip,241,0.11409780428497175,0.09152266490036744,0.21252155473281886,241,241,0.03329609963668706,0.06762361890850309,0.6224551024448012,-0.09924375792824075,0.16583595720161487,19.73692067719506,0.462957014200045,0.8241388272920475,0.5742888201152072,-1.1523254055534433,2.0782394339535335
right,Anti-pluralist party is the more RIGHT-wing of the top 2,1,backsliding_Nyr,Y_dd,V-Dem mid-level: participatory component: Direct democracy,vdem_particip,241,0.11409780428497175,0.09152266490036744,0.21252155473281886,241,241,0.001967451450857919,0.009233188918437746,0.8312608847090842,-0.01612926629173439,0.020064169193450228,17.22584454647585,0.06570052028359058,0.11611229838434335,0.5715052608467068,-0.16187540271189063,0.29327644327907176
right,Anti-pluralist party is the more RIGHT-wing of the top 2,1,backsliding_Nyr,Y_locelec,V-Dem mid-level: participatory component: Local elections,vdem_particip,241,0.11409780428497175,0.09152266490036744,0.21252155473281886,241,234,-0.02185982022333941,0.05282182381530472,0.6789907793285228,-0.12538869249905674,0.08166905205237793,24.361799687083224,0.11480405785221999,0.7162902075491466,0.8726637422613104,-1.2890989514228273,1.5187070671272673
right,Anti-pluralist party is the more RIGHT-wing of the top 2,1,backsliding_Nyr,Y_regelec,V-Dem mid-level: participatory component: Regional elections,vdem_particip,241,0.11409780428497175,0.09152266490036744,0.21252155473281886,241,241,0.007646591070335519,0.008370439984304269,0.3609674406890762,-0.008759169833654858,0.024052351974325897,17.28154103361282,0.13904867984835909,0.14395285735985072,0.3340781792935292,-0.14309373604857986,0.421191095745298
right,Anti-pluralist party is the more RIGHT-wing of the top 2,1,backsliding_Nyr,Y_delib,V-Dem mid-level: deliberative and egalitarian components: Deliberation,vdem_egal_delib,241,0.11409780428497175,0.09152266490036744,0.21252155473281886,241,241,-0.03723183682484664,0.05180876031864156,0.47236288800397325,-0.13877514113305195,0.06431146748335868,23.891280721021765,-0.030880082513812572,0.6149802055162688,0.9599525465741907,-1.2362191365307396,1.1744589715031146
right,Anti-pluralist party is the more RIGHT-wing of the top 2,1,backsliding_Nyr,Y_eqprotec,V-Dem mid-level: deliberative and egalitarian components: Equal protection,vdem_egal_delib,241,0.11409780428497175,0.09152266490036744,0.21252155473281886,241,241,-0.008780144549179018,0.031193495962916266,0.7783472000051519,-0.06991827318839045,0.052357984090032415,20.68362920284037,-0.03824804110798486,0.3331726703332985,0.9086040807323694,-0.6912544755942862,0.6147583933783165
right,Anti-pluralist party is the more RIGHT-wing of the top 2,1,backsliding_Nyr,Y_eqaccess,V-Dem mid-level: deliberative and egalitarian components: Equal access,vdem_egal_delib,241,0.11409780428497175,0.09152266490036744,0.21252155473281886,241,241,0.015294917310033825,0.03052510039919706,0.6163286546839962,-0.04453318009686162,0.07512301471692927,16.414682162574156,0.10424588728785923,0.3156213094401831,0.7411824640355182,-0.5143605119682712,0.7228522865439896
right,Anti-pluralist party is the more RIGHT-wing of the top 2,1,backsliding_Nyr,Y_eqdr,V-Dem mid-level: deliberative and egalitarian components: Equal distribution,vdem_egal_delib,241,0.11409780428497175,0.09152266490036744,0.21252155473281886,241,241,-0.003276634512980222,0.020882164253514118,0.8753152457196259,-0.04420492436911762,0.037651655343157175,21.80867037385162,-0.10619009425939327,0.29816553560195724,0.7217321553759579,-0.6905838054703246,0.478203616951538
left,Anti-pluralist party is the more LEFT-wing of the top 2,1,backsliding_Nyr,Y_gdp_growth,GDP per capita growth: PWT,growth,170,0.01729805077256555,0.18547805936065018,0.925695437203736,170,167,-0.21972699111748695,0.09854231382421544,0.025762516465929277,-0.4128663771661926,-0.026587605068781273,21.079352243121438,13315.724920175013,121446.12827430048,0.9126924609268814,-224714.3125592854,251345.76239963542
left,Anti-pluralist party is the more LEFT-wing of the top 2,1,backsliding_Nyr,Y_gdp_growth_wb,GDP per capita growth: World Bank,growth,170,0.01729805077256555,0.18547805936065018,0.925695437203736,170,165,0.06542352286071286,0.0941735109050566,0.48723544180526185,-0.11915316681088804,0.25000021253231375,36.04630018915459,-67.29145837920537,492.0697879791485,0.8912269368048542,-1031.7305206985966,897.1476039401858
left,Anti-pluralist party is the more LEFT-wing of the top 2,1,backsliding_Nyr,Y_gdp_growth_imf,GDP per capita growth: IMF WEO,growth,170,0.01729805077256555,0.18547805936065018,0.925695437203736,170,115,-0.013438971135425602,0.08725373124610604,0.8775925974446506,-0.18445314189453055,0.15757519962367933,41.26684038477755,0.4556888490326785,2.6553472699913314,0.8637427524127033,-4.748696166597084,5.660073864662441
left,Anti-pluralist party is the more LEFT-wing of the top 2,1,backsliding_Nyr,Y_inflation,Inflation,inflation,170,0.01729805077256555,0.18547805936065018,0.925695437203736,170,131,0.146310748300934,0.13173069214537478,0.26670577680213176,-0.11187666396253387,0.40449816056440185,15.968587234022916,20.985981182861416,239.72641785141695,0.9302411960349749,-448.86916394871554,490.8411263144383
left,Anti-pluralist party is the more LEFT-wing of the top 2,1,backsliding_Nyr,Y_unemployment,Unemployment,unemployment,170,0.01729805077256555,0.18547805936065018,0.925695437203736,170,122,0.4322399628914847,0.984227763409003,0.6605408225830811,-1.4968110059745698,2.361290931757539,22.504189519648346,14.40634985205244,557.8548825004947,0.9793972823870859,-1078.9691284487403,1107.7818281528453
left,Anti-pluralist party is the more LEFT-wing of the top 2,1,backsliding_Nyr,Y_trade_pct_gdp,Trade openness,trade,170,0.01729805077256555,0.18547805936065018,0.925695437203736,170,157,10.1103473750466,11.074467285368431,0.36127299616601355,-11.595209652242577,31.81590440233578,24.04284323307212,-130081.7319094317,1281281.291292743,0.919133930526615,-2641346.916908181,2381183.453089318
left,Anti-pluralist party is the more LEFT-wing of the top 2,1,backsliding_Nyr,Y_top10_share,Top-10% income share,top10,170,0.01729805077256555,0.18547805936065018,0.925695437203736,170,152,-0.2749246642149302,0.9883951080672521,0.780895223072653,-2.2121434785223184,1.6622941500924577,34.92289667837412,35.237498345983525,650.8272319091872,0.9568215277992811,-1240.3604363539202,1310.8354330458874
left,Anti-pluralist party is the more LEFT-wing of the top 2,1,backsliding_Nyr,Y_gini_disp,Income inequality (Gini): Disposable,gini,170,0.01729805077256555,0.18547805936065018,0.925695437203736,170,132,0.7515672988789028,0.4392513976144243,0.08707768453977556,-0.10934962060425146,1.6124842183620571,27.802154977559407,-280.8036718328965,2246.4513988161866,0.9005245205355303,-4683.767506532246,4122.160162866453
left,Anti-pluralist party is the more LEFT-wing of the top 2,1,backsliding_Nyr,Y_gini_mkt,Income inequality (Gini): Market,gini,170,0.01729805077256555,0.18547805936065018,0.925695437203736,170,132,0.49630315596448393,0.3840794421770082,0.19629176716502936,-0.256478717904686,1.2490850298336538,32.53152868827322,-192.85519175002827,1564.2100884644694,0.901875571070085,-3258.650629394599,2872.940245894543
left,Anti-pluralist party is the more LEFT-wing of the top 2,1,backsliding_Nyr,Y_debt,Public debt and deficit: Debt / GDP,fiscal,170,0.01729805077256555,0.18547805936065018,0.925695437203736,170,155,-34.1780422240407,22.41808176962053,0.12736519024085374,-78.11667509497089,9.760590646889483,18.29867224234073,-1574.2435880817443,18409.37823353089,0.9318534560090153,-37655.961903577874,34507.47472741439
