v2paid,party,country,year,a,b
5361,Arab Socialist Ba'ath Party – Iraq Region,IRQ,1996,0.994,0.329
5361,Arab Socialist Ba'ath Party – Iraq Region,IRQ,2000,0.994,0.329
5616,Patriotic Union of Kurdistan,IRQ,2014,0.768,0.237
5616,Patriotic Union of Kurdistan,IRQ,2018,0.768,0.229
5617,Kurdistan Democratic Party,IRQ,2014,0.849,0.115
5617,Kurdistan Democratic Party,IRQ,2018,0.849,0.115
5897,National Iraqi Alliance / United Iraqi Alliance / Watani List,IRQ,2005,0.751,0.179
5897,National Iraqi Alliance / United Iraqi Alliance / Watani List,IRQ,2010,0.751,0.179
5917,Kurdistan Alliance/Democratic Patriotic Alliance of Kurdistan,IRQ,2005,0.718,0.179
5919,Kurdistan List / Kurdistan Alliance / Brotherhood List,IRQ,2010,0.84,0.278
5924,Iraqi Accord Front - Tawafuq,IRQ,2005,0.779,0.15
5927,Sadrist Movement,IRQ,2014,0.987,0.465
7122,Uniters for Reform Coalition,IRQ,2014,0.883,0.312
7123,National Coalition,IRQ,2014,0.751,0.216
7123,National Coalition,IRQ,2018,0.751,0.216
7585,Fatah Alliance,IRQ,2018,0.98,0.335
7591,National Wisdom Movement,IRQ,2018,0.919,0.209
7594,State of Law Coalition,IRQ,2010,0.975,0.164
7594,State of Law Coalition,IRQ,2014,0.975,0.164
7594,State of Law Coalition,IRQ,2018,0.975,0.164
7597,Victory Alliance,IRQ,2018,0.882,0.22
7696,Alliance Towards Reforms,IRQ,2018,0.981,0.229
93545,alliance: National Iraqi List,IRQ,2005,0.798,0.147
93546,alliance: INM,IRQ,2010,0.921,0.148
93547,alliance: Al-Muwatin Coalition,IRQ,2014,0.902,0.129
4,Sinn Fein (Provisional),IRL,2002,0.213,0.841
4,Sinn Fein (Provisional),IRL,2007,0.208,0.841
4,Sinn Fein (Provisional),IRL,2011,0.21,0.88
4,Sinn Fein (Provisional),IRL,2016,0.21,0.876
208,Workers Party,IRL,1989,0.214,0.922
562,Labour Party,IRL,1973,0.041,0.399
562,Labour Party,IRL,1977,0.041,0.399
562,Labour Party,IRL,1981,0.041,0.399
562,Labour Party,IRL,1982,0.041,0.383
562,Labour Party,IRL,1987,0.031,0.383
562,Labour Party,IRL,1989,0.031,0.403
562,Labour Party,IRL,1992,0.031,0.377
562,Labour Party,IRL,1997,0.031,0.377
562,Labour Party,IRL,2002,0.031,0.377
562,Labour Party,IRL,2007,0.031,0.377
562,Labour Party,IRL,2011,0.054,0.377
562,Labour Party,IRL,2016,0.045,0.38
924,Progressive Democrats,IRL,1987,0.025,0.144
924,Progressive Democrats,IRL,1989,0.025,0.14
1055,Fianna Fail – The Republican Party,IRL,1973,0.047,0.257
1055,Fianna Fail – The Republican Party,IRL,1977,0.047,0.235
1055,Fianna Fail – The Republican Party,IRL,1981,0.052,0.235
1055,Fianna Fail – The Republican Party,IRL,1982,0.051,0.235
1055,Fianna Fail – The Republican Party,IRL,1987,0.058,0.235
1055,Fianna Fail – The Republican Party,IRL,1989,0.046,0.235
1055,Fianna Fail – The Republican Party,IRL,1992,0.044,0.235
1055,Fianna Fail – The Republican Party,IRL,1997,0.044,0.229
1055,Fianna Fail – The Republican Party,IRL,2002,0.044,0.184
1055,Fianna Fail – The Republican Party,IRL,2007,0.044,0.237
1055,Fianna Fail – The Republican Party,IRL,2011,0.069,0.275
1055,Fianna Fail – The Republican Party,IRL,2016,0.067,0.236
1288,Fine Gael (Familiy of the Irish),IRL,1973,0.041,0.078
1288,Fine Gael (Familiy of the Irish),IRL,1977,0.042,0.078
1288,Fine Gael (Familiy of the Irish),IRL,1981,0.042,0.078
1288,Fine Gael (Familiy of the Irish),IRL,1982,0.046,0.069
1288,Fine Gael (Familiy of the Irish),IRL,1987,0.042,0.095
1288,Fine Gael (Familiy of the Irish),IRL,1989,0.042,0.095
1288,Fine Gael (Familiy of the Irish),IRL,1992,0.042,0.072
1288,Fine Gael (Familiy of the Irish),IRL,1997,0.042,0.072
1288,Fine Gael (Familiy of the Irish),IRL,2002,0.042,0.08
1288,Fine Gael (Familiy of the Irish),IRL,2007,0.042,0.11
1288,Fine Gael (Familiy of the Irish),IRL,2011,0.071,0.11
1288,Fine Gael (Familiy of the Irish),IRL,2016,0.065,0.07
34,Italian Communist Party,ITA,1972,0.221,0.255
34,Italian Communist Party,ITA,1976,0.223,0.26
34,Italian Communist Party,ITA,1979,0.22,0.265
34,Italian Communist Party,ITA,1983,0.222,0.265
34,Italian Communist Party,ITA,1987,0.222,0.265
201,Union of the Centre,ITA,2013,0.054,0.071
259,Italian Renewal,ITA,1996,0.055,0.051
279,Democracy is Freedom -- The Daisy,ITA,2001,0.074,0.104
365,The People of Freedom,ITA,2008,0.593,0.469
365,The People of Freedom,ITA,2013,0.593,0.366
394,Republican Party,ITA,1983,0.04,0.07
688,Segni Pact,ITA,1994,0.06,0.364
742,Italian Socialist Party,ITA,1972,0.057,0.105
742,Italian Socialist Party,ITA,1976,0.056,0.104
742,Italian Socialist Party,ITA,1979,0.054,0.105
742,Italian Socialist Party,ITA,1983,0.363,0.106
742,Italian Socialist Party,ITA,1987,0.362,0.103
742,Italian Socialist Party,ITA,1992,0.378,0.103
768,List Di Pietro -- Italy of Values,ITA,2006,0.116,0.415
768,List Di Pietro -- Italy of Values,ITA,2008,0.112,0.413
802,Democratic Party,ITA,2008,0.066,0.109
802,Democratic Party,ITA,2013,0.061,0.11
802,Democratic Party,ITA,2018,0.056,0.108
813,National Alliance,ITA,1994,0.659,0.399
813,National Alliance,ITA,1996,0.648,0.377
813,National Alliance,ITA,2001,0.697,0.299
813,National Alliance,ITA,2006,0.679,0.241
851,Federation of the Greens,ITA,1996,0.054,0.2
851,Federation of the Greens,ITA,2006,0.068,0.216
878,Democrats of the Left,ITA,2001,0.066,0.124
934,Christian Democrats,ITA,1972,0.347,0.072
934,Christian Democrats,ITA,1976,0.327,0.072
934,Christian Democrats,ITA,1979,0.314,0.072
934,Christian Democrats,ITA,1983,0.317,0.072
934,Christian Democrats,ITA,1987,0.316,0.072
934,Christian Democrats,ITA,1992,0.328,0.072
962,Christian Democratic Center / United Christian Democrats (White Flower),ITA,1996,0.169,0.064
962,Christian Democratic Center / United Christian Democrats (White Flower),ITA,2001,0.169,0.069
1045,Movement for Autonomy,ITA,2008,0.059,0.209
1126,Italian Democratic Socialist Party,ITA,1972,0.066,0.067
1221,North League,ITA,1992,0.742,0.744
1221,North League,ITA,1994,0.704,0.743
1221,North League,ITA,1996,0.694,0.746
1221,North League,ITA,2001,0.694,0.696
1221,North League,ITA,2006,0.698,0.665
1221,North League,ITA,2008,0.75,0.664
1221,North League,ITA,2013,0.829,0.711
1221,North League,ITA,2018,0.896,0.848
1404,Communist Refoundation Party,ITA,1992,0.144,0.295
1404,Communist Refoundation Party,ITA,1994,0.143,0.295
1404,Communist Refoundation Party,ITA,1996,0.093,0.272
1404,Communist Refoundation Party,ITA,2001,0.148,0.278
1404,Communist Refoundation Party,ITA,2006,0.146,0.296
1626,Go Italy,ITA,1994,0.654,0.609
1626,Go Italy,ITA,1996,0.654,0.557
1626,Go Italy,ITA,2001,0.727,0.569
1626,Go Italy,ITA,2006,0.757,0.501
1635,Party of Italian Communists,ITA,2006,0.179,0.257
1696,Italian Social Movement / Italian Social Movement-National Right,ITA,1972,0.887,0.523
1696,Italian Social Movement / Italian Social Movement-National Right,ITA,1976,0.889,0.533
1696,Italian Social Movement / Italian Social Movement-National Right,ITA,1979,0.889,0.53
1696,Italian Social Movement / Italian Social Movement-National Right,ITA,1983,0.877,0.53
1696,Italian Social Movement / Italian Social Movement-National Right,ITA,1987,0.878,0.53
1696,Italian Social Movement / Italian Social Movement-National Right,ITA,1992,0.87,0.53
1701,Italian People's Party,ITA,1994,0.056,0.068
1711,Rose in the Fist,ITA,2006,0.09,0.271
1737,The Olive Tree,ITA,2006,0.058,0.067
1758,Union of Christian and Centre Democrats,ITA,2006,0.053,0.07
1758,Union of Christian and Centre Democrats,ITA,2008,0.054,0.068
1767,Christian Democratic Center,ITA,1994,0.171,0.069
2046,Five Star Movement,ITA,2013,0.506,0.658
2046,Five Star Movement,ITA,2018,0.489,0.657
2280,Brothers of Italy,ITA,2013,0.843,0.636
2280,Brothers of Italy,ITA,2018,0.848,0.652
2281,Civic Choice,ITA,2013,0.042,0.058
3742,Pannella List,ITA,1994,0.158,0.358
3743,Sunflower,ITA,2001,0.052,0.066
7031,Left Ecology Freedom,ITA,2013,0.079,0.202
8054,Democratic Party of the Left,ITA,1992,0.078,0.164
8054,Democratic Party of the Left,ITA,1994,0.087,0.092
8054,Democratic Party of the Left,ITA,1996,0.087,0.089
8055,Popular Party for Prodi,ITA,1996,0.054,0.067
8058,Forward Italy (2013),ITA,2018,0.629,0.271
4537,Islamic Action Front,JOR,1989,0.8,0.659
4537,Islamic Action Front,JOR,1993,0.814,0.654
4537,Islamic Action Front,JOR,2003,0.764,0.713
4537,Islamic Action Front,JOR,2007,0.624,0.717
4609,Muslim Centre Party,JOR,2013,0.491,0.58
19,"Democratic Party """"Saimnieks""""",LVA,1995,0.254,0.645
176,For Human Rights in a United Latvia,LVA,2002,0.288,0.775
176,For Human Rights in a United Latvia,LVA,2006,0.317,0.774
304,Christian Democratic Union,LVA,1993,0.069,0.397
304,Christian Democratic Union,LVA,1995,0.068,0.39
373,Latvian Unity Party,LVA,1995,0.19,0.378
461,Latvian First Party / Latvian Way Party,LVA,2006,0.043,0.27
461,Latvian First Party / Latvian Way Party,LVA,2010,0.05,0.329
588,Socialist Party of Latvia,LVA,1995,0.315,0.837
600,Communist Party of Latvia,LVA,1990,0.387,0.584
671,For Fatherland and Freedom,LVA,1993,0.327,0.338
671,For Fatherland and Freedom,LVA,1995,0.196,0.334
701,Green and Farmers' Union,LVA,2002,0.103,0.283
701,Green and Farmers' Union,LVA,2006,0.103,0.283
701,Green and Farmers' Union,LVA,2010,0.171,0.283
701,Green and Farmers' Union,LVA,2011,0.107,0.174
701,Green and Farmers' Union,LVA,2014,0.108,0.174
701,Green and Farmers' Union,LVA,2018,0.136,0.452
741,Latvian Social Democratic Workers' Party,LVA,1998,0.076,0.79
852,Unity,LVA,2010,0.055,0.096
852,Unity,LVA,2011,0.086,0.1
852,Unity,LVA,2014,0.066,0.096
852,Unity,LVA,2018,0.066,0.119
860,Equal Rights,LVA,1993,0.122,0.735
1043,Latvian Way,LVA,1993,0.043,0.296
1043,Latvian Way,LVA,1995,0.055,0.186
1043,Latvian Way,LVA,1998,0.055,0.158
1056,Harmony Centre,LVA,2006,0.185,0.697
1056,Harmony Centre,LVA,2010,0.185,0.684
1056,Harmony Centre,LVA,2011,0.193,0.684
1056,Harmony Centre,LVA,2014,0.193,0.684
1056,Harmony Centre,LVA,2018,0.193,0.684
1315,Popular Front of Latvia,LVA,1990,0.174,0.517
1476,Zatlers' Reform Party,LVA,2011,0.143,0.588
1531,New Era,LVA,2002,0.093,0.496
1531,New Era,LVA,2006,0.051,0.271
1632,New Era Party,LVA,1998,0.106,0.59
1654,People's Movement for Latvia -- Siegerist Party,LVA,1995,0.436,0.914
1702,Latvian Farmers' Union,LVA,1993,0.055,0.379
1704,National Alliance / For Fatherland and Freedom / LNNK,LVA,1998,0.062,0.344
1704,National Alliance / For Fatherland and Freedom / LNNK,LVA,2002,0.071,0.249
1704,National Alliance / For Fatherland and Freedom / LNNK,LVA,2006,0.07,0.253
1704,National Alliance / For Fatherland and Freedom / LNNK,LVA,2010,0.104,0.202
1704,National Alliance / For Fatherland and Freedom / LNNK,LVA,2011,0.096,0.202
1704,National Alliance / For Fatherland and Freedom / LNNK,LVA,2014,0.096,0.202
1704,National Alliance / For Fatherland and Freedom / LNNK,LVA,2018,0.163,0.202
1719,National Harmony Party,LVA,1993,0.29,0.754
1719,National Harmony Party,LVA,1995,0.194,0.77
1719,National Harmony Party,LVA,1998,0.194,0.77
1755,People's Party,LVA,1998,0.155,0.282
1755,People's Party,LVA,2002,0.117,0.258
1755,People's Party,LVA,2006,0.112,0.317
1755,People's Party,LVA,2010,0.117,0.36
1778,Latvia's First Party,LVA,2002,0.082,0.448
1789,Latvian National Independence Movement,LVA,1993,0.151,0.372
1789,Latvian National Independence Movement,LVA,1995,0.151,0.302
3193,For Latvia from the Heart,LVA,2014,0.155,0.841
3194,Latvian Association of Regions,LVA,2014,0.077,0.571
6355,New Conservative Party,LVA,2018,0.148,0.566
6356,Who owns the state?,LVA,2018,0.449,0.958
93553,alliance: Development/For!,LVA,2018,0.073,0.251
3766,All Basotho Convention,LSO,2007,0.68,0.246
3766,All Basotho Convention,LSO,2012,0.689,0.247
3766,All Basotho Convention,LSO,2015,0.689,0.243
3766,All Basotho Convention,LSO,2017,0.686,0.249
3768,Lesotho People’s Congress,LSO,2002,0.685,0.377
3769,Lesotho Workers Party,LSO,2007,0.676,0.364
3771,Lesotho Congress for Democracy,LSO,1998,0.685,0.387
3771,Lesotho Congress for Democracy,LSO,2002,0.685,0.387
3771,Lesotho Congress for Democracy,LSO,2007,0.685,0.387
3771,Lesotho Congress for Democracy,LSO,2012,0.685,0.387
3771,Lesotho Congress for Democracy,LSO,2015,0.685,0.387
3771,Lesotho Congress for Democracy,LSO,2017,0.685,0.376
4166,Democratic Congress,LSO,2012,0.69,0.378
4166,Democratic Congress,LSO,2015,0.69,0.378
4166,Democratic Congress,LSO,2017,0.69,0.373
4167,Basotho Congress Party / Basutoland Congress Party,LSO,1970,0.681,0.317
4167,Basotho Congress Party / Basutoland Congress Party,LSO,1993,0.687,0.381
4167,Basotho Congress Party / Basutoland Congress Party,LSO,1998,0.688,0.381
4170,National Independent Party,LSO,2002,0.682,0.383
4170,National Independent Party,LSO,2007,0.682,0.373
4171,Basotho National Party,LSO,1970,0.767,0.277
4171,Basotho National Party,LSO,1971,0.878,0.277
4171,Basotho National Party,LSO,1975,0.878,0.287
4171,Basotho National Party,LSO,1980,0.861,0.287
4171,Basotho National Party,LSO,1985,0.879,0.341
4171,Basotho National Party,LSO,1993,0.785,0.341
4171,Basotho National Party,LSO,1998,0.688,0.341
4171,Basotho National Party,LSO,2002,0.676,0.341
4171,Basotho National Party,LSO,2012,0.687,0.336
4171,Basotho National Party,LSO,2015,0.687,0.336
4172,Marematlou Freedom Party,LSO,1970,0.677,0.341
5980,Alliance of Democrats,LSO,2017,0.687,0.369
5982,Movement for Economic Change,LSO,2017,0.687,0.37
4136,Congress for Democratic Change,LBR,2005,0.673,0.933
4136,Congress for Democratic Change,LBR,2011,0.673,0.933
4136,Congress for Democratic Change,LBR,2017,0.616,0.097
4139,Liberty Party,LBR,2005,0.475,0.048
4139,Liberty Party,LBR,2011,0.475,0.048
4139,Liberty Party,LBR,2017,0.358,0.048
4140,Unity Party,LBR,1997,0.663,0.572
4140,Unity Party,LBR,2005,0.552,0.104
4140,Unity Party,LBR,2011,0.276,0.101
4140,Unity Party,LBR,2017,0.648,0.485
4142,National Patriotic Party,LBR,1997,0.827,0.101
4142,National Patriotic Party,LBR,2005,0.602,0.716
4142,National Patriotic Party,LBR,2011,0.657,0.475
4142,National Patriotic Party,LBR,2017,0.192,0.636
4143,National Democratic Party of Liberia,LBR,1985,0.22,0.107
4143,National Democratic Party of Liberia,LBR,2011,0.356,0.404
5163,National Union for Democratic Progress,LBR,2011,0.648,0.261
5376,Liberian Action Party,LBR,1985,0.38,0.809
5376,Liberian Action Party,LBR,2005,0.826,0.334
5837,True Whig Party,LBR,1971,0.901,0.144
5837,True Whig Party,LBR,1975,0.901,0.049
5837,True Whig Party,LBR,2005,0.543,0.416
5870,Liberian People's Party,LBR,2011,0.598,0.635
5986,All Liberian Party,LBR,2017,0.545,0.568
5988,Alternative National Congress,LBR,2017,0.492,0.375
5991,United People's Party,LBR,2011,0.329,0.634
5993,People's Unification Party,LBR,2017,0.432,0.098
6502,Liberian Unification Party,LBR,1985,0.286,0.638
6502,Liberian Unification Party,LBR,2005,0.739,0.57
3732,Malawi Congress Party,MWI,1971,0.989,0.238
3732,Malawi Congress Party,MWI,1976,0.989,0.245
3732,Malawi Congress Party,MWI,1978,0.987,0.239
3732,Malawi Congress Party,MWI,1983,0.987,0.239
3732,Malawi Congress Party,MWI,1987,0.987,0.239
3732,Malawi Congress Party,MWI,1992,0.915,0.241
3732,Malawi Congress Party,MWI,1994,0.742,0.305
3732,Malawi Congress Party,MWI,1999,0.513,0.319
3732,Malawi Congress Party,MWI,2004,0.456,0.283
3732,Malawi Congress Party,MWI,2009,0.361,0.234
3732,Malawi Congress Party,MWI,2014,0.336,0.241
3732,Malawi Congress Party,MWI,2019,0.332,0.268
3733,Alliance for Democracy,MWI,1994,0.321,0.27
3733,Alliance for Democracy,MWI,1999,0.361,0.254
3734,United Democratic Front,MWI,1994,0.424,0.29
3734,United Democratic Front,MWI,1999,0.495,0.24
3734,United Democratic Front,MWI,2004,0.498,0.158
3734,United Democratic Front,MWI,2009,0.322,0.193
3734,United Democratic Front,MWI,2014,0.293,0.194
3734,United Democratic Front,MWI,2019,0.29,0.216
3735,National Democratic Alliance,MWI,2004,0.473,0.315
3737,Republican Party,MWI,2004,0.384,0.409
4846,Democratic Progressive Party,MWI,2009,0.485,0.098
4846,Democratic Progressive Party,MWI,2014,0.427,0.074
4846,Democratic Progressive Party,MWI,2019,0.508,0.074
4847,People's Party,MWI,2014,0.276,0.392
4847,People's Party,MWI,2019,0.277,0.395
8067,United Transformation Movement,MWI,2019,0.199,0.422
5327,Maldivian People’s Party,MDV,2009,0.756,0.399
5329,Maldivian Democratic Party,MDV,2005,0.553,0.397
5329,Maldivian Democratic Party,MDV,2009,0.553,0.397
5329,Maldivian Democratic Party,MDV,2014,0.553,0.397
5329,Maldivian Democratic Party,MDV,2019,0.553,0.397
5680,Republican Party,MDV,2014,0.549,0.338
5680,Republican Party,MDV,2019,0.549,0.338
5682,Progressive Party of Maldives,MDV,2014,0.659,0.402
5684,People's Alliance,MDV,2009,0.755,0.342
5685,Maldives Development Alliance,MDV,2014,0.561,0.401
93556,alliance: PPM - PNC,MDV,2019,0.548,0.395
2321,Democratic Party,MNG,1990,0.293,0.786
2321,Democratic Party,MNG,1992,0.35,0.722
2321,Democratic Party,MNG,1996,0.473,0.765
2321,Democratic Party,MNG,2004,0.537,0.823
2321,Democratic Party,MNG,2008,0.623,0.823
2321,Democratic Party,MNG,2012,0.622,0.735
2321,Democratic Party,MNG,2016,0.622,0.892
2322,Mongolian People's [Revolutionary] Party,MNG,1973,0.891,0.169
2322,Mongolian People's [Revolutionary] Party,MNG,1977,0.891,0.169
2322,Mongolian People's [Revolutionary] Party,MNG,1981,0.891,0.318
2322,Mongolian People's [Revolutionary] Party,MNG,1986,0.891,0.318
2322,Mongolian People's [Revolutionary] Party,MNG,1990,0.766,0.475
2322,Mongolian People's [Revolutionary] Party,MNG,1992,0.303,0.49
2322,Mongolian People's [Revolutionary] Party,MNG,1996,0.301,0.611
2322,Mongolian People's [Revolutionary] Party,MNG,2000,0.434,0.611
2322,Mongolian People's [Revolutionary] Party,MNG,2004,0.589,0.824
2322,Mongolian People's [Revolutionary] Party,MNG,2008,0.675,0.824
2322,Mongolian People's [Revolutionary] Party,MNG,2012,0.675,0.824
2322,Mongolian People's [Revolutionary] Party,MNG,2016,0.704,0.824
2468,Civil Will-Green Party,MNG,2004,0.289,0.825
2468,Civil Will-Green Party,MNG,2012,0.49,0.792
4902,Motherland Party / Mongolian Democratic New Socialist Party,MNG,2004,0.407,0.781
5872,Mongolian Social Democratic Party,MNG,1990,0.372,0.742
5872,Mongolian Social Democratic Party,MNG,1992,0.369,0.83
5872,Mongolian Social Democratic Party,MNG,1996,0.37,0.826
7623,Mongolian People's Revolutionary Party,MNG,2016,0.605,0.853
7924,Mongolian National Progress Party,MNG,1990,0.311,0.7
7924,Mongolian National Progress Party,MNG,1992,0.347,0.734
7925,United Party,MNG,1992,0.355,0.736
93571,alliance: Justice Coalition,MNG,2012,0.4,0.739
2324,Socialist Union of Popular Forces,MAR,1977,0.985,0.249
2324,Socialist Union of Popular Forces,MAR,1984,0.985,0.249
2324,Socialist Union of Popular Forces,MAR,1993,0.985,0.249
2324,Socialist Union of Popular Forces,MAR,1997,0.985,0.249
2324,Socialist Union of Popular Forces,MAR,2002,0.985,0.207
2324,Socialist Union of Popular Forces,MAR,2007,0.985,0.207
2324,Socialist Union of Popular Forces,MAR,2011,0.985,0.207
2324,Socialist Union of Popular Forces,MAR,2016,0.985,0.207
2479,Justice and Development Party,MAR,2002,0.679,0.447
2479,Justice and Development Party,MAR,2007,0.679,0.447
2479,Justice and Development Party,MAR,2011,0.679,0.447
2479,Justice and Development Party,MAR,2016,0.679,0.418
2480,National Rally of Independents,MAR,1984,0.883,0.265
2480,National Rally of Independents,MAR,1993,0.883,0.265
2480,National Rally of Independents,MAR,1997,0.883,0.265
2480,National Rally of Independents,MAR,2002,0.849,0.265
2480,National Rally of Independents,MAR,2007,0.849,0.265
2480,National Rally of Independents,MAR,2011,0.849,0.265
2480,National Rally of Independents,MAR,2016,0.845,0.265
2481,Popular Movement,MAR,1970,0.989,0.195
2481,Popular Movement,MAR,1977,0.989,0.195
2481,Popular Movement,MAR,1984,0.989,0.195
2481,Popular Movement,MAR,1993,0.989,0.195
2481,Popular Movement,MAR,1997,0.989,0.195
2481,Popular Movement,MAR,2002,0.987,0.195
2481,Popular Movement,MAR,2007,0.987,0.195
2481,Popular Movement,MAR,2011,0.987,0.195
2481,Popular Movement,MAR,2016,0.987,0.195
2482,Istiqlal / Independence Party,MAR,1977,0.981,0.189
2482,Istiqlal / Independence Party,MAR,1984,0.981,0.189
2482,Istiqlal / Independence Party,MAR,1993,0.981,0.189
2482,Istiqlal / Independence Party,MAR,1997,0.981,0.189
2482,Istiqlal / Independence Party,MAR,2002,0.981,0.14
2482,Istiqlal / Independence Party,MAR,2007,0.981,0.14
2482,Istiqlal / Independence Party,MAR,2011,0.981,0.14
2482,Istiqlal / Independence Party,MAR,2016,0.981,0.14
5323,Constitutional Union,MAR,1984,0.853,0.261
5323,Constitutional Union,MAR,1993,0.853,0.261
5323,Constitutional Union,MAR,1997,0.853,0.261
5323,Constitutional Union,MAR,2002,0.845,0.261
5323,Constitutional Union,MAR,2007,0.845,0.261
5323,Constitutional Union,MAR,2011,0.892,0.261
5325,Authenticity and Modernity Party,MAR,2011,0.422,0.493
5325,Authenticity and Modernity Party,MAR,2016,0.422,0.493
5705,Democratic and Social Movement,MAR,1997,0.128,0.644
5706,National Democratic Party,MAR,1984,0.386,0.524
5706,National Democratic Party,MAR,1993,0.386,0.524
6203,National Popular Movement,MAR,1993,0.549,0.83
6203,National Popular Movement,MAR,1997,0.549,0.83
6203,National Popular Movement,MAR,2002,0.549,0.83
6220,Progress and Socialism,MAR,2007,0.133,0.906
93574,alliance: PND–Al Ahd Union,MAR,2007,0.11,0.588
45,Democrats 66,NLD,1971,0.05,0.211
45,Democrats 66,NLD,1977,0.038,0.214
45,Democrats 66,NLD,1981,0.039,0.19
45,Democrats 66,NLD,1986,0.026,0.19
45,Democrats 66,NLD,1989,0.026,0.197
45,Democrats 66,NLD,1994,0.026,0.173
45,Democrats 66,NLD,1998,0.026,0.173
45,Democrats 66,NLD,2002,0.047,0.153
45,Democrats 66,NLD,2010,0.032,0.075
45,Democrats 66,NLD,2012,0.032,0.075
45,Democrats 66,NLD,2017,0.032,0.075
163,Anti-Revolutionary Party,NLD,1971,0.038,0.079
163,Anti-Revolutionary Party,NLD,1972,0.038,0.079
298,Party for Freedom,NLD,2006,0.104,0.957
298,Party for Freedom,NLD,2010,0.158,0.957
298,Party for Freedom,NLD,2012,0.158,0.957
298,Party for Freedom,NLD,2017,0.158,0.957
828,People's Party for Freedom and Democracy,NLD,1971,0.045,0.122
828,People's Party for Freedom and Democracy,NLD,1972,0.045,0.122
828,People's Party for Freedom and Democracy,NLD,1977,0.045,0.184
828,People's Party for Freedom and Democracy,NLD,1981,0.045,0.106
828,People's Party for Freedom and Democracy,NLD,1982,0.023,0.073
828,People's Party for Freedom and Democracy,NLD,1986,0.023,0.073
828,People's Party for Freedom and Democracy,NLD,1989,0.023,0.073
828,People's Party for Freedom and Democracy,NLD,1994,0.035,0.073
828,People's Party for Freedom and Democracy,NLD,1998,0.035,0.073
828,People's Party for Freedom and Democracy,NLD,2002,0.059,0.073
828,People's Party for Freedom and Democracy,NLD,2003,0.039,0.073
828,People's Party for Freedom and Democracy,NLD,2006,0.039,0.105
828,People's Party for Freedom and Democracy,NLD,2010,0.05,0.109
828,People's Party for Freedom and Democracy,NLD,2012,0.05,0.109
828,People's Party for Freedom and Democracy,NLD,2017,0.05,0.109
921,Democratic Socialists 70,NLD,1971,0.041,0.085
1102,Christian Historical Union,NLD,1971,0.039,0.048
1157,Christian Democratic Appeal,NLD,1977,0.036,0.086
1157,Christian Democratic Appeal,NLD,1981,0.036,0.086
1157,Christian Democratic Appeal,NLD,1982,0.036,0.086
1157,Christian Democratic Appeal,NLD,1986,0.036,0.086
1157,Christian Democratic Appeal,NLD,1989,0.036,0.086
1157,Christian Democratic Appeal,NLD,1994,0.036,0.086
1157,Christian Democratic Appeal,NLD,1998,0.036,0.086
1157,Christian Democratic Appeal,NLD,2002,0.04,0.116
1157,Christian Democratic Appeal,NLD,2003,0.041,0.076
1157,Christian Democratic Appeal,NLD,2006,0.051,0.076
1157,Christian Democratic Appeal,NLD,2010,0.051,0.076
1157,Christian Democratic Appeal,NLD,2012,0.051,0.076
1157,Christian Democratic Appeal,NLD,2017,0.051,0.095
1234,Labour,NLD,1971,0.044,0.26
1234,Labour,NLD,1972,0.044,0.26
1234,Labour,NLD,1977,0.044,0.26
1234,Labour,NLD,1981,0.045,0.26
1234,Labour,NLD,1982,0.029,0.169
1234,Labour,NLD,1986,0.022,0.104
1234,Labour,NLD,1989,0.022,0.073
1234,Labour,NLD,1994,0.022,0.073
1234,Labour,NLD,1998,0.022,0.073
1234,Labour,NLD,2002,0.04,0.073
1234,Labour,NLD,2003,0.022,0.103
1234,Labour,NLD,2006,0.031,0.103
1234,Labour,NLD,2010,0.041,0.075
1234,Labour,NLD,2012,0.041,0.075
1234,Labour,NLD,2017,0.041,0.075
1363,Socialist Party,NLD,2002,0.078,0.595
1363,Socialist Party,NLD,2003,0.069,0.595
1363,Socialist Party,NLD,2006,0.07,0.595
1363,Socialist Party,NLD,2010,0.07,0.595
1363,Socialist Party,NLD,2012,0.07,0.581
1363,Socialist Party,NLD,2017,0.07,0.581
1390,Catholic Peoples Party,NLD,1971,0.038,0.083
1390,Catholic Peoples Party,NLD,1972,0.038,0.083
1528,Fortuyn List,NLD,2002,0.125,0.791
1528,Fortuyn List,NLD,2003,0.137,0.748
1537,GreenLeft,NLD,1998,0.024,0.291
1537,GreenLeft,NLD,2002,0.043,0.186
1537,GreenLeft,NLD,2003,0.025,0.158
1537,GreenLeft,NLD,2010,0.029,0.075
1537,GreenLeft,NLD,2017,0.029,0.073
59,Democratic Change,PAN,1999,0.585,0.563
59,Democratic Change,PAN,2004,0.61,0.599
59,Democratic Change,PAN,2009,0.661,0.845
59,Democratic Change,PAN,2014,0.843,0.633
59,Democratic Change,PAN,2019,0.691,0.273
202,Panamenista Party / Authentic Panameñista Party,PAN,1984,0.671,0.51
202,Panamenista Party / Authentic Panameñista Party,PAN,1989,0.632,0.51
202,Panamenista Party / Authentic Panameñista Party,PAN,1994,0.546,0.19
202,Panamenista Party / Authentic Panameñista Party,PAN,1999,0.359,0.319
202,Panamenista Party / Authentic Panameñista Party,PAN,2004,0.518,0.403
202,Panamenista Party / Authentic Panameñista Party,PAN,2009,0.553,0.542
202,Panamenista Party / Authentic Panameñista Party,PAN,2014,0.639,0.542
202,Panamenista Party / Authentic Panameñista Party,PAN,2019,0.628,0.271
