v2paid,party,country,year,a,b
4252,Fight of Democratic Filipinos,PHL,1992,0.471,0.169
4252,Fight of Democratic Filipinos,PHL,1995,0.355,0.168
4252,Fight of Democratic Filipinos,PHL,2001,0.359,0.17
4252,Fight of Democratic Filipinos,PHL,2004,0.359,0.17
4601,Struggle of the Patriotic Filipino Masses,PHL,1998,0.367,0.748
4602,Philippine Democratic Party-Power of the Nation,PHL,1987,0.143,0.331
4602,Philippine Democratic Party-Power of the Nation,PHL,2019,0.9,0.906
4655,United Nationalist Democratic Organization,PHL,1984,0.326,0.561
4655,United Nationalist Democratic Organization,PHL,1987,0.422,0.511
5169,National Unity Party,PHL,2013,0.411,0.345
5169,National Unity Party,PHL,2016,0.411,0.319
5169,National Unity Party,PHL,2019,0.717,0.478
5171,United Nationalist Alliance,PHL,2013,0.334,0.597
5171,United Nationalist Alliance,PHL,2016,0.424,0.668
5651,People’s Power,PHL,1978,0.077,0.686
5651,People’s Power,PHL,1987,0.105,0.452
5656,Pusyon Bisaya,PHL,1978,0.204,0.588
93582,alliance: LP-PDP,PHL,1992,0.089,0.341
93583,alliance: Lakas-NUCD/ LDP,PHL,1995,0.353,0.323
2328,Party of the Revolution,TZA,1980,0.891,0.795
2328,Party of the Revolution,TZA,1985,0.891,0.703
2328,Party of the Revolution,TZA,1990,0.907,0.703
2328,Party of the Revolution,TZA,1995,0.789,0.645
2328,Party of the Revolution,TZA,2000,0.738,0.645
2328,Party of the Revolution,TZA,2005,0.738,0.645
2328,Party of the Revolution,TZA,2010,0.776,0.645
2328,Party of the Revolution,TZA,2015,0.86,0.897
2344,Party for Democracy and Progress,TZA,1995,0.253,0.426
2344,Party for Democracy and Progress,TZA,2000,0.217,0.422
2344,Party for Democracy and Progress,TZA,2005,0.226,0.422
2344,Party for Democracy and Progress,TZA,2010,0.269,0.568
2344,Party for Democracy and Progress,TZA,2015,0.284,0.633
2345,Civic United Front,TZA,1995,0.476,0.522
2345,Civic United Front,TZA,2000,0.428,0.591
2345,Civic United Front,TZA,2005,0.335,0.591
2345,Civic United Front,TZA,2010,0.321,0.525
2345,Civic United Front,TZA,2015,0.399,0.525
3276,National Convention for Construction and Reform – Mageuzi,TZA,1995,0.162,0.575
3553,Tanzania Labour Party,TZA,2000,0.132,0.385
5788,Tanganyika African National Union,TZA,1970,0.882,0.914
5788,Tanganyika African National Union,TZA,1975,0.882,0.914
6075,United Democratic Party,TZA,2000,0.162,0.389
1112,Nationalist Party,TWN,1972,0.993,0.09
1112,Nationalist Party,TWN,1975,0.992,0.09
1112,Nationalist Party,TWN,1980,0.991,0.09
1112,Nationalist Party,TWN,1983,0.969,0.089
1112,Nationalist Party,TWN,1986,0.958,0.09
1112,Nationalist Party,TWN,1989,0.759,0.089
1112,Nationalist Party,TWN,1991,0.652,0.092
1112,Nationalist Party,TWN,1992,0.623,0.092
1112,Nationalist Party,TWN,1995,0.574,0.092
1112,Nationalist Party,TWN,1996,0.428,0.092
1112,Nationalist Party,TWN,1998,0.383,0.092
1112,Nationalist Party,TWN,2001,0.384,0.261
1112,Nationalist Party,TWN,2004,0.295,0.285
1112,Nationalist Party,TWN,2005,0.295,0.285
1112,Nationalist Party,TWN,2008,0.278,0.263
1112,Nationalist Party,TWN,2012,0.33,0.202
1112,Nationalist Party,TWN,2016,0.387,0.376
1596,Democratic Progressive Party,TWN,1986,0.315,0.416
1596,Democratic Progressive Party,TWN,1989,0.315,0.388
1596,Democratic Progressive Party,TWN,1991,0.2,0.388
1596,Democratic Progressive Party,TWN,1992,0.2,0.35
1596,Democratic Progressive Party,TWN,1995,0.175,0.352
1596,Democratic Progressive Party,TWN,1996,0.175,0.215
1596,Democratic Progressive Party,TWN,1998,0.15,0.215
1596,Democratic Progressive Party,TWN,2001,0.094,0.346
1596,Democratic Progressive Party,TWN,2004,0.094,0.323
1596,Democratic Progressive Party,TWN,2005,0.094,0.323
1596,Democratic Progressive Party,TWN,2008,0.084,0.197
1596,Democratic Progressive Party,TWN,2012,0.084,0.215
1596,Democratic Progressive Party,TWN,2016,0.087,0.144
3664,Taiwan Solidarity Union,TWN,2001,0.256,0.426
3664,Taiwan Solidarity Union,TWN,2004,0.256,0.426
3664,Taiwan Solidarity Union,TWN,2005,0.266,0.426
3665,People First Party,TWN,2001,0.248,0.333
3665,People First Party,TWN,2004,0.213,0.31
3665,People First Party,TWN,2005,0.216,0.31
3665,People First Party,TWN,2016,0.205,0.326
3666,Chinese / New Party,TWN,1995,0.581,0.283
3666,Chinese / New Party,TWN,1996,0.568,0.283
5935,New Power Party,TWN,2016,0.082,0.336
2327,Democrat Party,THA,1975,0.374,0.328
2327,Democrat Party,THA,1976,0.636,0.304
2327,Democrat Party,THA,1979,0.68,0.33
2327,Democrat Party,THA,1983,0.537,0.233
2327,Democrat Party,THA,1986,0.46,0.267
2327,Democrat Party,THA,1988,0.46,0.299
2327,Democrat Party,THA,1992,0.227,0.386
2327,Democrat Party,THA,1995,0.197,0.318
2327,Democrat Party,THA,1996,0.197,0.301
2327,Democrat Party,THA,2001,0.293,0.27
2327,Democrat Party,THA,2005,0.735,0.351
2327,Democrat Party,THA,2007,0.841,0.426
2327,Democrat Party,THA,2011,0.894,0.424
2327,Democrat Party,THA,2019,0.679,0.398
2373,Thai Nation Party / Chart Thai Party,THA,1975,0.994,0.083
2373,Thai Nation Party / Chart Thai Party,THA,1976,0.994,0.081
2373,Thai Nation Party / Chart Thai Party,THA,1979,0.98,0.153
2373,Thai Nation Party / Chart Thai Party,THA,1983,0.956,0.081
2373,Thai Nation Party / Chart Thai Party,THA,1986,0.94,0.106
2373,Thai Nation Party / Chart Thai Party,THA,1988,0.94,0.047
2373,Thai Nation Party / Chart Thai Party,THA,1992,0.97,0.081
2373,Thai Nation Party / Chart Thai Party,THA,1995,0.87,0.047
2373,Thai Nation Party / Chart Thai Party,THA,1996,0.87,0.047
2373,Thai Nation Party / Chart Thai Party,THA,2001,0.83,0.047
2373,Thai Nation Party / Chart Thai Party,THA,2005,0.852,0.047
2373,Thai Nation Party / Chart Thai Party,THA,2007,0.866,0.081
2376,People's Power Party,THA,2007,0.214,0.49
2377,Motherland Party,THA,2007,0.758,0.234
4115,Social Action Party,THA,1975,0.677,0.26
4115,Social Action Party,THA,1976,0.677,0.167
4115,Social Action Party,THA,1979,0.523,0.17
4115,Social Action Party,THA,1983,0.696,0.151
4115,Social Action Party,THA,1986,0.818,0.151
4115,Social Action Party,THA,1988,0.769,0.152
4115,Social Action Party,THA,1992,0.787,0.151
4115,Social Action Party,THA,1996,0.656,0.142
4287,National Democrat,THA,1983,0.814,0.097
4288,National Development Party,THA,1992,0.701,0.209
4288,National Development Party,THA,1995,0.701,0.145
4288,National Development Party,THA,1996,0.652,0.103
4288,National Development Party,THA,2001,0.593,0.101
4289,New Aspiration Party,THA,1992,0.356,0.43
4289,New Aspiration Party,THA,1995,0.356,0.372
4289,New Aspiration Party,THA,1996,0.464,0.283
4289,New Aspiration Party,THA,2001,0.408,0.333
4290,New Force Party,THA,1975,0.078,0.482
4290,New Force Party,THA,1976,0.078,0.411
4292,People Party,THA,1986,0.766,0.1
4292,People Party,THA,1988,0.668,0.187
4293,Thai People Party,THA,1988,0.698,0.189
4296,Progress Party,THA,1986,0.265,0.218
4298,Social Agrarian,THA,1975,0.667,0.291
4301,Social Nationalist Party,THA,1975,0.823,0.04
4303,Thai Citizens' Party / Prachakorn Thai Party,THA,1979,0.961,0.111
4303,Thai Citizens' Party / Prachakorn Thai Party,THA,1983,0.911,0.074
4303,Thai Citizens' Party / Prachakorn Thai Party,THA,1986,0.95,0.096
4303,Thai Citizens' Party / Prachakorn Thai Party,THA,1988,0.913,0.075
4305,United Thai Party,THA,1988,0.884,0.075
4307,Seritham Party,THA,1979,0.523,0.281
4308,United Democrat Party,THA,1986,0.89,0.037
4309,Community Action Party,THA,1986,0.884,0.195
4310,Palang Dharma Party / Force of Virtue,THA,1988,0.179,0.347
4310,Palang Dharma Party / Force of Virtue,THA,1992,0.102,0.387
4310,Palang Dharma Party / Force of Virtue,THA,1995,0.174,0.389
4311,Social Justice Party,THA,1975,0.916,0.105
4311,Social Justice Party,THA,1976,0.916,0.099
5167,Leading Thai party,THA,1995,0.343,0.102
5397,Thai Rak Thai Party / Thais Love Thais,THA,2001,0.051,0.633
5397,Thai Rak Thai Party / Thais Love Thais,THA,2005,0.167,0.681
5398,Pheu Thai Party,THA,2011,0.058,0.674
5398,Pheu Thai Party,THA,2019,0.085,0.718
6423,Bhumjaithai Party,THA,2011,0.737,0.112
6423,Bhumjaithai Party,THA,2019,0.723,0.056
6919,People's State Power Party,THA,2019,0.998,0.053
6997,Love Thailand Party,THA,1988,0.551,0.232
7894,Mahachon Party / Great People's Party,THA,2005,0.442,0.14
7915,Future Forward Party,THA,2019,0.016,0.717
4523,National Resistance Movement,UGA,1989,0.951,0.427
4523,National Resistance Movement,UGA,1994,0.949,0.489
4523,National Resistance Movement,UGA,1996,0.948,0.493
4523,National Resistance Movement,UGA,2001,0.949,0.479
4523,National Resistance Movement,UGA,2006,0.955,0.47
4523,National Resistance Movement,UGA,2011,0.943,0.282
4523,National Resistance Movement,UGA,2016,0.943,0.275
4524,Uganda People's Congress,UGA,1980,0.955,0.461
4524,Uganda People's Congress,UGA,2006,0.691,0.8
4524,Uganda People's Congress,UGA,2016,0.783,0.808
4525,Democratic Party,UGA,1980,0.782,0.676
4525,Democratic Party,UGA,2006,0.605,0.824
4525,Democratic Party,UGA,2011,0.625,0.821
4525,Democratic Party,UGA,2016,0.531,0.815
5389,Forum for Democratic Change,UGA,2006,0.645,0.822
5389,Forum for Democratic Change,UGA,2011,0.659,0.836
5389,Forum for Democratic Change,UGA,2016,0.626,0.832
361,Justice First,VEN,2015,0.239,0.496
413,For Social Democracy,VEN,2005,0.902,0.83
646,Movement toward Socialism,VEN,1973,0.283,0.854
646,Movement toward Socialism,VEN,1978,0.259,0.831
646,Movement toward Socialism,VEN,1983,0.243,0.831
646,Movement toward Socialism,VEN,1988,0.218,0.831
646,Movement toward Socialism,VEN,1993,0.225,0.752
646,Movement toward Socialism,VEN,1998,0.348,0.784
646,Movement toward Socialism,VEN,2000,0.484,0.824
849,A New Era,VEN,2010,0.148,0.527
849,A New Era,VEN,2015,0.185,0.517
862,Democratic Action,VEN,1973,0.162,0.533
862,Democratic Action,VEN,1978,0.156,0.534
862,Democratic Action,VEN,1983,0.187,0.503
862,Democratic Action,VEN,1988,0.151,0.435
862,Democratic Action,VEN,1993,0.188,0.292
862,Democratic Action,VEN,1998,0.18,0.175
862,Democratic Action,VEN,2000,0.24,0.352
862,Democratic Action,VEN,2010,0.183,0.557
862,Democratic Action,VEN,2015,0.238,0.588
1356,Fatherland for All,VEN,2005,0.937,0.927
1356,Fatherland for All,VEN,2010,0.908,0.905
1754,Fifth Republic Movement,VEN,1998,0.945,0.994
1754,Fifth Republic Movement,VEN,2000,0.985,0.994
1754,Fifth Republic Movement,VEN,2005,0.994,0.994
4759,Political Electoral Independent Organization Committee / Social Christian Party / Green Party,VEN,1973,0.032,0.276
4759,Political Electoral Independent Organization Committee / Social Christian Party / Green Party,VEN,1978,0.068,0.24
4759,Political Electoral Independent Organization Committee / Social Christian Party / Green Party,VEN,1983,0.073,0.261
4759,Political Electoral Independent Organization Committee / Social Christian Party / Green Party,VEN,1988,0.078,0.254
4759,Political Electoral Independent Organization Committee / Social Christian Party / Green Party,VEN,1993,0.074,0.284
4759,Political Electoral Independent Organization Committee / Social Christian Party / Green Party,VEN,1998,0.081,0.263
4759,Political Electoral Independent Organization Committee / Social Christian Party / Green Party,VEN,2000,0.242,0.351
4759,Political Electoral Independent Organization Committee / Social Christian Party / Green Party,VEN,2010,0.222,0.371
4802,Venezuela Project,VEN,1998,0.163,0.278
4802,Venezuela Project,VEN,2000,0.254,0.276
4803,Radical Cause,VEN,1993,0.435,0.932
4804,National Convergence,VEN,1993,0.128,0.5
4805,People's Electoral Movement,VEN,1973,0.276,0.854
4805,People's Electoral Movement,VEN,1978,0.268,0.838
4809,Nationalist Civic Crusade,VEN,1973,0.624,0.346
5094,United Socialist Party of Venezuela,VEN,2010,0.999,0.986
5094,United Socialist Party of Venezuela,VEN,2015,0.998,0.986
7976,Popular Will,VEN,2015,0.382,0.562
2300,Cowry Forces for an Emerging Benin,BEN,2007,0.442,0.261
2300,Cowry Forces for an Emerging Benin,BEN,2011,0.375,0.265
2300,Cowry Forces for an Emerging Benin,BEN,2015,0.41,0.265
2365,Democratic Renewal Party,BEN,1995,0.25,0.22
2365,Democratic Renewal Party,BEN,1999,0.25,0.263
2365,Democratic Renewal Party,BEN,2003,0.25,0.263
2365,Democratic Renewal Party,BEN,2007,0.25,0.263
2365,Democratic Renewal Party,BEN,2015,0.253,0.433
2366,G13 Baobab Alliance,BEN,2011,0.256,0.542
2368,Social Democratic Party,BEN,1995,0.339,0.319
2368,Social Democratic Party,BEN,1999,0.426,0.319
3831,Benin Rebirth Party,BEN,1995,0.35,0.258
3831,Benin Rebirth Party,BEN,1999,0.317,0.258
3831,Benin Rebirth Party,BEN,2003,0.317,0.258
3834,National Rally for Democracy,BEN,1991,0.27,0.571
3836,Our Common Cause,BEN,1991,0.313,0.417
3836,Our Common Cause,BEN,1995,0.313,0.417
3839,Liberal Democrats' Rally for National Reconstruction-Vivotene,BEN,1991,0.267,0.214
4089,Action Front for Renewal and Development,BEN,1995,0.262,0.299
4089,Action Front for Renewal and Development,BEN,1999,0.281,0.293
4090,Union for Democracy and National Solidarity,BEN,1991,0.355,0.341
4090,Union for Democracy and National Solidarity,BEN,1995,0.355,0.341
5413,People's Revolutionary Party of Benin,BEN,1975,0.901,0.582
5413,People's Revolutionary Party of Benin,BEN,1979,0.909,0.582
5413,People's Revolutionary Party of Benin,BEN,1984,0.909,0.582
5413,People's Revolutionary Party of Benin,BEN,1989,0.909,0.612
5826,Union for Future Benin,BEN,2003,0.472,0.325
5900,African Movement for Development and Progress,BEN,1999,0.388,0.143
5900,African Movement for Development and Progress,BEN,2003,0.388,0.143
6190,Key Force,BEN,2003,0.356,0.336
6569,Union Makes the Nation,BEN,2011,0.226,0.59
6569,Union Makes the Nation,BEN,2015,0.215,0.589
7071,Alliance for a Democratic Dynamic,BEN,2007,0.285,0.107
7072,Union for the Triumph of Democratic Renewal,BEN,1991,0.415,0.272
93513,alliance: PNDD-PRD,BEN,1991,0.225,0.175
93514,alliance: PSD-UNSP,BEN,1991,0.246,0.142
93515,alliance: MNDD-MSUP-UDRN,BEN,1991,0.265,0.387
93516,alliance: Amana Alliance,BEN,2011,0.376,0.226
93517,alliance: Hope Force - Union for Change,BEN,2011,0.254,0.518
93518,alliance: Alliance RB-RP (Benin Rebirth Party-Patriotic Revival Party),BEN,2015,0.276,0.52
93519,alliance: Sun Alliance,BEN,2015,0.336,0.17
93520,alliance: United Democratic Forces Alliance (FDU),BEN,2015,0.423,0.455
93521,alliance: National Alliance for Development and Democracy (AND),BEN,2015,0.265,0.343
93522,alliance: Progressive Union,BEN,2019,0.96,0.376
93523,alliance: Republican Bloc,BEN,2019,0.956,0.376
3822,Bhutan Peace and Prosperity Party,BTN,2008,0.171,0.075
3822,Bhutan Peace and Prosperity Party,BTN,2013,0.18,0.075
3823,People’s Democratic Party,BTN,2008,0.091,0.235
3823,People’s Democratic Party,BTN,2013,0.1,0.384
4313,Congress for Democracy and Progress,BFA,1992,0.92,0.115
4313,Congress for Democracy and Progress,BFA,1997,0.92,0.115
4313,Congress for Democracy and Progress,BFA,2002,0.902,0.115
4313,Congress for Democracy and Progress,BFA,2007,0.887,0.115
4313,Congress for Democracy and Progress,BFA,2012,0.887,0.115
4313,Congress for Democracy and Progress,BFA,2015,0.751,0.271
4314,Alliance for Democracy and Federation–African Democratic Rally,BFA,2002,0.559,0.207
4314,Alliance for Democracy and Federation–African Democratic Rally,BFA,2007,0.576,0.116
4314,Alliance for Democracy and Federation–African Democratic Rally,BFA,2012,0.576,0.116
4315,Union for Progress and Reform,BFA,2012,0.179,0.441
4315,Union for Progress and Reform,BFA,2015,0.179,0.321
4317,Party for Democracy and Socialism / Metba,BFA,2002,0.583,0.696
5343,National Convention of Progressive Patriots–Social Democratic Party,BFA,1992,0.504,0.442
5769,People's Movement for Progress,BFA,2015,0.587,0.194
5774,Voltaic Democratic Union / African Democratic Rally,BFA,1970,0.823,0.575
5774,Voltaic Democratic Union / African Democratic Rally,BFA,1978,0.823,0.575
5774,Voltaic Democratic Union / African Democratic Rally,BFA,1992,0.855,0.598
5774,Voltaic Democratic Union / African Democratic Rally,BFA,1997,0.855,0.598
5807,National Union for Democracy and Development,BFA,1978,0.649,0.478
5899,Voltaic Progressive Union,BFA,1978,0.647,0.618
5901,Party for Democracy and Progress,BFA,1997,0.496,0.557
6192,African Regroupment Party,BFA,1970,0.742,0.68
6192,African Regroupment Party,BFA,1978,0.739,0.772
6415,Popular Front,BFA,1987,0.98,0.45
6449,National Liberation Movement,BFA,1970,0.487,0.606
6570,Alliance for Democracy and Federation,BFA,1992,0.425,0.211
6570,Alliance for Democracy and Federation,BFA,1997,0.425,0.253
3761,Norodom Ranariddh Party,KHM,2008,0.518,0.397
3762,Sam Rainsy Party,KHM,1998,0.309,0.774
3762,Sam Rainsy Party,KHM,2003,0.302,0.799
3762,Sam Rainsy Party,KHM,2008,0.302,0.89
3763,Human Rights' Party,KHM,2008,0.369,0.839
3764,"National United Front for an Independent, Neutral, Peaceful, and Cooperative Cambodia",KHM,1993,0.594,0.286
3764,"National United Front for an Independent, Neutral, Peaceful, and Cooperative Cambodia",KHM,1998,0.583,0.243
3764,"National United Front for an Independent, Neutral, Peaceful, and Cooperative Cambodia",KHM,2003,0.617,0.287
3764,"National United Front for an Independent, Neutral, Peaceful, and Cooperative Cambodia",KHM,2008,0.66,0.293
3764,"National United Front for an Independent, Neutral, Peaceful, and Cooperative Cambodia",KHM,2018,0.758,0.313
3765,Cambodian Peoples' Party / Kampuchean People's Revolutionary Party,KHM,1981,0.999,0.324
3765,Cambodian Peoples' Party / Kampuchean People's Revolutionary Party,KHM,1993,0.977,0.324
3765,Cambodian Peoples' Party / Kampuchean People's Revolutionary Party,KHM,1998,0.969,0.393
3765,Cambodian Peoples' Party / Kampuchean People's Revolutionary Party,KHM,2003,0.93,0.397
3765,Cambodian Peoples' Party / Kampuchean People's Revolutionary Party,KHM,2008,0.929,0.391
3765,Cambodian Peoples' Party / Kampuchean People's Revolutionary Party,KHM,2013,0.9,0.391
3765,Cambodian Peoples' Party / Kampuchean People's Revolutionary Party,KHM,2018,0.993,0.391
5521,Cambodia National Rescue Party,KHM,2013,0.247,0.884
5830,National United Front of Kampuchea,KHM,1976,0.997,0.725
6887,Social Republican Party,KHM,1972,0.976,0.282
2304,Party of the Functional Groups,IDN,1971,0.999,0.225
2304,Party of the Functional Groups,IDN,1977,0.998,0.11
2304,Party of the Functional Groups,IDN,1982,0.998,0.098
2304,Party of the Functional Groups,IDN,1987,0.999,0.099
2304,Party of the Functional Groups,IDN,1992,0.999,0.141
2304,Party of the Functional Groups,IDN,1997,0.999,0.11
2304,Party of the Functional Groups,IDN,1999,0.7,0.12
2304,Party of the Functional Groups,IDN,2004,0.636,0.137
2304,Party of the Functional Groups,IDN,2009,0.681,0.179
2304,Party of the Functional Groups,IDN,2014,0.7,0.177
2304,Party of the Functional Groups,IDN,2019,0.719,0.175
2556,Prosperous Justice Party / Welfare and Justice Party,IDN,2004,0.7,0.396
2556,Prosperous Justice Party / Welfare and Justice Party,IDN,2009,0.773,0.342
2556,Prosperous Justice Party / Welfare and Justice Party,IDN,2014,0.869,0.399
2556,Prosperous Justice Party / Welfare and Justice Party,IDN,2019,0.879,0.398
2557,National Mandate Party,IDN,1999,0.357,0.482
2557,National Mandate Party,IDN,2004,0.562,0.429
2557,National Mandate Party,IDN,2009,0.627,0.243
2557,National Mandate Party,IDN,2014,0.819,0.424
2557,National Mandate Party,IDN,2019,0.867,0.436
2558,United Development Party,IDN,1977,0.835,0.425
2558,United Development Party,IDN,1982,0.834,0.444
2558,United Development Party,IDN,1987,0.878,0.413
2558,United Development Party,IDN,1992,0.834,0.379
2558,United Development Party,IDN,1997,0.827,0.377
2558,United Development Party,IDN,1999,0.719,0.4
2558,United Development Party,IDN,2004,0.714,0.325
2558,United Development Party,IDN,2009,0.727,0.343
