vocab,is_plotted,group,decade,decade_start,tag,n_party_years,n_parties,mean_antiplural,mean_popul,tag_rank
ideology_wikidata,FALSE,Non-OECD,2010s,2010,social_liberalism,47,29,0.35727659574468085,0.4939787234042553,13
ideology_wikidata,FALSE,Non-OECD,1990s,1990,third_way,31,12,0.23661290322580647,0.4207741935483871,20
ideology_wikidata,TRUE,Non-OECD,2010s,2010,populism,102,61,0.5711862745098039,0.4760686274509804,3
ideology_wikidata,FALSE,Non-OECD,2010s,2010,third_way,42,24,0.3422857142857143,0.3546904761904762,16
ideology_wikidata,TRUE,Non-OECD,2010s,2010,conservatism,113,63,0.5032300884955753,0.34278761061946905,2
ideology_wikidata,FALSE,Non-OECD,1990s,1990,communism,32,18,0.56109375,0.70846875,14
ideology_wikidata,FALSE,Non-OECD,1990s,1990,left_wing_nationalism,36,21,0.6270833333333333,0.6063333333333333,11
ideology_wikidata,FALSE,Non-OECD,1990s,1990,left_wing_populism,28,10,0.6028214285714285,0.6114285714285714,25
ideology_wikidata,FALSE,Non-OECD,1990s,1990,marxism_leninism,34,15,0.6613235294117648,0.6918823529411765,17
ideology_wikidata,FALSE,Non-OECD,1990s,1990,social_conservatism,46,25,0.6628913043478261,0.3778478260869565,9
ideology_wikidata,FALSE,Non-OECD,1990s,1990,socialism,24,12,0.6990833333333333,0.6677916666666667,21
ideology_wikidata,FALSE,Non-OECD,2000s,2000,communism,37,18,0.584972972972973,0.7008108108108108,16
ideology_wikidata,FALSE,Non-OECD,2000s,2000,left_wing_nationalism,47,24,0.590936170212766,0.5858936170212766,12
ideology_wikidata,FALSE,Non-OECD,2000s,2000,left_wing_populism,30,13,0.5688333333333333,0.6557333333333333,25
ideology_wikidata,FALSE,Non-OECD,2000s,2000,marxism_leninism,29,15,0.6696206896551724,0.6373103448275862,20
ideology_wikidata,FALSE,Non-OECD,2000s,2000,social_conservatism,58,27,0.6302586206896552,0.3543103448275862,10
ideology_wikidata,FALSE,Non-OECD,2000s,2000,socialism,28,14,0.5127857142857143,0.64925,23
ideology_wikidata,FALSE,Non-OECD,2010s,2010,communism,28,15,0.6161071428571429,0.6043214285714286,25
ideology_wikidata,FALSE,Non-OECD,2010s,2010,left_wing_nationalism,49,24,0.628061224489796,0.6087346938775511,15
ideology_wikidata,TRUE,Non-OECD,2010s,2010,social_conservatism,68,35,0.6716029411764706,0.3791470588235294,8
ideology_wikidata,FALSE,Non-OECD,2010s,2010,socialism,19,12,0.3960526315789474,0.5783684210526315,29
ideology_wikidata,TRUE,Non-OECD,2000s,2000,democratic_socialism,89,51,0.4687752808988764,0.5048089887640449,3
ideology_wikidata,TRUE,Non-OECD,2010s,2010,democratic_socialism,78,45,0.5111025641025642,0.5092692307692308,6
ideology_wikidata,FALSE,Non-OECD,1990s,1990,right_wing_populism,17,6,0.7834705882352941,0.6387058823529412,29
ideology_wikidata,FALSE,Non-OECD,1990s,1990,statism,17,9,0.8048235294117647,0.4902352941176471,27
ideology_wikidata,FALSE,Non-OECD,2000s,2000,euroscepticism,16,8,0.7710625,0.4533125,31
ideology_wikidata,FALSE,Non-OECD,2000s,2000,statism,23,11,0.8502608695652174,0.3645652173913043,27
ideology_wikidata,FALSE,Non-OECD,2010s,2010,anti_communism,28,16,0.6467857142857143,0.47810714285714284,24
ideology_wikidata,FALSE,Non-OECD,2010s,2010,euroscepticism,27,17,0.7915925925925926,0.4912222222222222,22
ideology_wikidata,FALSE,Non-OECD,2010s,2010,right_wing_populism,20,14,0.78775,0.5306,28
ideology_wikidata,FALSE,Non-OECD,2010s,2010,statism,26,14,0.8674999999999999,0.32503846153846155,26
ideology_wikidata,FALSE,Non-OECD,1990s,1990,conservative_liberalism,18,10,0.33444444444444443,0.217,26
ideology_wikidata,FALSE,Non-OECD,1990s,1990,pro_europeanism,41,21,0.3134878048780488,0.30246341463414633,10
ideology_wikidata,FALSE,Non-OECD,1990s,1990,progressivism,27,13,0.225,0.527,19
ideology_wikidata,FALSE,Non-OECD,1990s,1990,social_liberalism,29,15,0.17896551724137932,0.432,18
ideology_wikidata,FALSE,Non-OECD,1990s,1990,neoliberalism,19,7,0.4473157894736842,0.2913684210526316,28
ideology_wikidata,FALSE,Non-OECD,1970s,1970,anti_imperialism,16,10,0.9513125,0.509375,14
ideology_wikidata,FALSE,Non-OECD,1970s,1970,communism,22,12,0.7687727272727273,0.5953181818181819,9
ideology_wikidata,TRUE,Non-OECD,1970s,1970,marxism_leninism,23,12,0.8455652173913043,0.5971304347826086,8
ideology_wikidata,FALSE,Non-OECD,1970s,1970,secularism,17,9,0.6979411764705882,0.3937058823529412,15
ideology_wikidata,FALSE,Non-OECD,1970s,1970,socialism,18,10,0.827,0.44633333333333336,13
ideology_wikidata,FALSE,Non-OECD,1980s,1980,communism,25,13,0.72172,0.602,11
ideology_wikidata,TRUE,Non-OECD,1980s,1980,marxism_leninism,27,15,0.7891851851851852,0.6361481481481481,8
ideology_wikidata,FALSE,Non-OECD,1980s,1980,secularism,22,11,0.6037727272727272,0.43368181818181817,14
ideology_wikidata,FALSE,Non-OECD,1980s,1980,socialism,18,10,0.8064444444444444,0.5236666666666666,17
ideology_wikidata,FALSE,Non-OECD,2000s,2000,pro_europeanism,65,28,0.27043076923076925,0.31195384615384614,9
ideology_wikidata,TRUE,Non-OECD,2010s,2010,pro_europeanism,66,38,0.2999242424242424,0.35703030303030303,7
ideology_wikidata,TRUE,Non-OECD,1990s,1990,democratic_socialism,81,45,0.4911604938271605,0.4930246913580247,3
ideology_wikidata,FALSE,Non-OECD,1980s,1980,economic_liberalism,28,13,0.6716428571428571,0.19960714285714284,10
ideology_wikidata,FALSE,Non-OECD,2010s,2010,conservative_liberalism,28,17,0.5593571428571429,0.2676428571428571,21
ideology_wikidata,TRUE,Non-OECD,2010s,2010,economic_liberalism,88,45,0.49935227272727273,0.29098863636363637,5
ideology_wikidata,FALSE,Non-OECD,2010s,2010,national_liberalism,16,8,0.3645625,0.3144375,39
ideology_wikidata,FALSE,Non-OECD,2010s,2010,secularism,48,28,0.61825,0.339625,14
ideology_wikidata,FALSE,Non-OECD,1980s,1980,social_conservatism,24,12,0.8336666666666667,0.35825,12
ideology_wikidata,FALSE,Non-OECD,2010s,2010,islamism,25,18,0.81196,0.5279200000000001,19
ideology_wikidata,FALSE,Non-OECD,2010s,2010,neoliberalism,17,11,0.6279411764705882,0.27,33
ideology_wikidata,FALSE,Non-OECD,2000s,2000,islamism,24,16,0.7704166666666666,0.6015416666666666,19
ideology_wikidata,FALSE,OECD,2010s,2010,third_way,15,6,0.23626666666666665,0.3353333333333333,30
ideology_wikidata,FALSE,OECD,2010s,2010,anti_communism,19,8,0.6913157894736842,0.577421052631579,24
ideology_wikidata,FALSE,OECD,2000s,2000,populism,20,11,0.2993,0.6127,17
ideology_wikidata,FALSE,OECD,1980s,1980,communism,19,10,0.3191578947368421,0.5287368421052632,13
ideology_wikidata,FALSE,OECD,2010s,2010,classical_liberalism,17,8,0.09164705882352941,0.20894117647058824,25
ideology_wikidata,FALSE,OECD,2010s,2010,populism,28,18,0.25757142857142856,0.6201785714285715,16
ideology_wikidata,FALSE,Non-OECD,2000s,2000,social_liberalism,34,20,0.2853823529411765,0.4894117647058824,15
ideology_wikidata,FALSE,Non-OECD,2000s,2000,third_way,28,15,0.24042857142857144,0.3432857142857143,21
ideology_wikidata,TRUE,Non-OECD,1980s,1980,democratic_socialism,41,22,0.6738780487804878,0.49909756097560976,4
ideology_wikidata,TRUE,Non-OECD,1980s,1980,social_democracy,65,35,0.4417076923076923,0.5939230769230769,1
ideology_wikidata,TRUE,Non-OECD,1980s,1980,populism,32,15,0.59240625,0.5199375,7
ideology_wikidata,FALSE,Non-OECD,1980s,1980,civic_nationalism,18,8,0.41455555555555557,0.4677222222222222,19
ideology_wikidata,FALSE,Non-OECD,2000s,2000,civic_nationalism,36,18,0.4091111111111111,0.35836111111111113,17
ideology_wikidata,FALSE,Non-OECD,2010s,2010,civic_nationalism,36,17,0.4088333333333333,0.3312777777777778,20
ideology_wikidata,TRUE,Non-OECD,2000s,2000,christian_democracy,62,33,0.3779354838709677,0.27541935483870966,8
ideology_wikidata,FALSE,Non-OECD,2010s,2010,christian_democracy,53,31,0.3800566037735849,0.3510566037735849,11
ideology_wikidata,FALSE,Non-OECD,2010s,2010,republicanism,20,9,0.34809999999999997,0.289,35
ideology_wikidata,FALSE,Non-OECD,1970s,1970,national_conservatism,17,8,0.9091764705882353,0.1872941176470588,17
ideology_wikidata,TRUE,Non-OECD,1970s,1970,social_conservatism,22,13,0.8493181818181819,0.19627272727272727,6
ideology_wikidata,FALSE,OECD,2000s,2000,eco_socialism,16,7,0.0661875,0.3635625,24
ideology_wikidata,FALSE,OECD,2010s,2010,eco_socialism,27,11,0.14729629629629631,0.5284814814814814,20
ideology_wikidata,FALSE,Non-OECD,2000s,2000,national_liberalism,15,6,0.3182,0.38320000000000004,33
ideology_wikidata,FALSE,Non-OECD,1980s,1980,national_conservatism,19,8,0.8919473684210526,0.2537894736842105,18
ideology_wikidata,FALSE,Non-OECD,1990s,1990,secularism,33,18,0.5716666666666667,0.49172727272727274,13
ideology_wikidata,FALSE,Non-OECD,2000s,2000,secularism,39,21,0.6661282051282051,0.38405128205128203,14
ideology_wikidata,TRUE,Non-OECD,1980s,1980,nationalism,48,22,0.7426041666666666,0.3398125,3
ideology_wikidata,FALSE,Non-OECD,1970s,1970,economic_liberalism,18,11,0.8791111111111111,0.17616666666666667,12
ideology_wikidata,FALSE,Non-OECD,2000s,2000,neoliberalism,16,7,0.5685625,0.3204375,32
ideology_wikidata,FALSE,Non-OECD,2000s,2000,anti_imperialism,20,11,0.71135,0.5664499999999999,29
ideology_wikidata,TRUE,Non-OECD,1970s,1970,nationalism,35,22,0.8174285714285714,0.3502571428571429,3
ideology_wikidata,TRUE,Non-OECD,1970s,1970,social_democracy,42,24,0.5402857142857143,0.609547619047619,2
ideology_wikidata,FALSE,Non-OECD,2010s,2010,islamic_democracy,30,18,0.6044333333333334,0.4672,18
ideology_wikidata,TRUE,Non-OECD,1970s,1970,democratic_socialism,35,20,0.6818285714285715,0.5708571428571428,4
ideology_wikidata,FALSE,Non-OECD,2010s,2010,regionalism,15,11,0.45640000000000003,0.31166666666666665,34
ideology_wikidata,FALSE,OECD,2000s,2000,nationalism,17,9,0.4662941176470588,0.45976470588235296,19
ideology_wikidata,FALSE,Non-OECD,2000s,2000,islamic_democracy,23,13,0.6167391304347826,0.4746521739130435,26
ideology_wikidata,TRUE,Non-OECD,1970s,1970,african_nationalism,25,12,0.95244,0.41012,7
ideology_wikidata,FALSE,Non-OECD,2000s,2000,conservative_liberalism,27,14,0.46029629629629626,0.21085185185185185,24
ideology_wikidata,FALSE,Non-OECD,1980s,1980,african_nationalism,17,11,0.957764705882353,0.43458823529411766,16
ideology_wikidata,FALSE,Non-OECD,2010s,2010,pancasila,17,9,0.6499411764705882,0.4166470588235294,36
ideology_wikidata,FALSE,OECD,2000s,2000,classical_liberalism,18,8,0.114,0.22255555555555556,20
ideology_wikidata,FALSE,OECD,2010s,2010,nationalism,19,9,0.4442631578947368,0.6591052631578947,23
ideology_wikidata,FALSE,OECD,1990s,1990,classical_liberalism,15,6,0.06026666666666666,0.13026666666666667,19
ideology_wikidata,FALSE,Non-OECD,2000s,2000,atlanticism,16,5,0.408625,0.338375,34
ideology_wikidata,FALSE,Non-OECD,2010s,2010,russophilia,16,12,0.7112499999999999,0.4736875,30
